"GSP1"	"COS1"	"GSP2"	"COS2"	"GSP3"	"COS3"	"GSP4"	"COS4"	"GSP5"	"COS5"	"combined_pvalue"	"adjusted_pvalue"
"Pus10"	0.412846451368606	0.236663398129185	0.615894793932981	0.481203793656205	0.688100924045787	0.338235680828656	0.458003081484328	0.321401400297972	0.244192529615463	0.602187315750502	0.425075120005478	1
"0610007P14Rik"	0.580440790747297	0.655701469145629	0.482819109607296	0.427280060608979	0.362324167975772	0.0918101910391598	0.386196590478907	0.655386585064831	0.496201380991993	0.832939028723935	0.4539952682215	1
"Trnt1"	0.378320244673499	0.386998459472153	0.484946055197963	0.490430310803242	0.562537030941976	0.9058140499333	0.554909267817	0.298143743606364	0.543980640094849	0.0810473450879826	0.448407775800233	1
"Naa10"	0.0556863453506248	0.0480605168437604	0.0520235560104345	0.903469445187973	0.188217160588428	0.458646472716002	0.52675863735907	0.20976475774334	0.604948343901137	0.0762232218370165	0.137569802495118	1
"Ak3"	0.442778849813237	0.533657130314524	0.474198768058377	0.635459437622846	0.525894700466187	0.077543320562599	0.393938055763265	0.519492802209796	0.220222192352004	0.110464910069421	0.287129705997147	1
"Slc46a1"	0.91352568554953	0.481706218323887	0.859259675025264	0.938795036542648	0.586763504751478	0.642824984221039	0.400571261475491	0.863597955156165	0.354767365718935	0.969924507312011	0.871789038340459	1
"Btf3l4"	0.07263691449186	0.397558205878487	0.0188157988690919	0.601747892106657	0.0276521056264435	0.786504720680405	0.09964328435789	0.559058307577053	0.201398690218088	0.241277500752611	0.084568482363591	1
"Rictor"	0.671366825540193	0.320995438039961	0.557357631125573	0.764752371449808	0.47329344473042	0.294266436377949	0.487978045207943	0.521055341806111	0.505694039829631	0.55896065065074	0.520394944317655	1
"Utp18"	0.425432272871307	0.732592434410772	0.341079758710751	0.0622411162794438	0.351183493033064	0.717642714732601	0.357864356619733	0.828132735190097	0.339343394344028	0.259080010272691	0.354106151962248	1
"Zc3h7b"	0.207714638857583	0.0846354311558862	0.291726411445377	0.347494820000339	0.396316230234265	0.287490047733691	0.485022772676524	0.458649106287206	0.515384690604148	0.229852021762055	0.272860105318204	1
"Sp8"	0.424715706885094	0.0780876434048127	0.336752211166938	0.13547189791257	0.432716228598134	0.616724020201434	0.51351248534959	0.605574369569183	0.510314210762537	0.286674673612924	0.301196304372372	1
"Lpar4"	0.116018332660335	0.621420445489502	0.151100959752335	0.836571339452543	0.23311775395911	0.612619937192552	0.408600254149877	0.139873472684301	0.519288715658855	0.328660136109032	0.325783301847429	1
"Ptprn"	0.540778186567295	0.487938096366868	0.51865138644779	0.4441131935303	0.519601233734607	0.186088283781849	0.653296050348886	0.44698804560294	0.7536971554655	0.323897489343178	0.477223092317385	1
"Ptplad1"	0.362304325724224	0.132312393050578	0.201363623839533	0.308976295059285	0.0540862438616113	0.751644278592727	0.0160870338980118	0.837301033348571	0.0126212397290974	0.323062287929326	0.0589165974275092	1
"Rfesd"	0.710793491955488	0.60791056346189	0.665822751087545	0.494016014256296	0.514851594478879	0.373321169858249	0.461711225318077	0.410839005868523	0.387247761570886	0.451634526084258	0.512157410788719	1
"Araf"	0.26630435539657	0.284931775877671	0.53705896393572	0.023274725939303	0.741300938744746	0.268020018100153	0.626479903040183	0.385936423421252	0.393195910314764	0.321584179346073	0.176775786458357	1
"Myeov2"	0.0848829980117883	0.189127765849006	0.187565308601533	0.919201051453431	0.278576621062546	0.915433754751931	0.138774436755195	0.0534393264315199	0.0548271384292156	0.135605125327352	0.17833953415149	1
"Myo19"	0.661848990486345	0.793124178541731	0.462447781472572	0.287578967212532	0.403730721104674	0.760247605192327	0.501277852481809	0.701189515389846	0.650376081684847	0.727257096822452	0.61656007418735	1
"Slc37a3"	0.855584705366838	0.683253838856059	0.790969874115331	0.970018402729668	0.720001519995686	0.591882456452446	0.670787246950292	0.647049348075939	0.64126110101233	0.726244753194595	0.839598809772602	1
"2010315B03Rik"	0.665187920453962	0.0639277119611112	0.604599795977517	0.420459394105918	0.612143863725958	0.286294373913779	0.683324825098601	0.800565587683078	0.630236156266127	0.368584633122204	0.417379253127564	1
"Cnot1"	0.122403779902514	0.617755001083287	0.0564335606209546	0.0385590325280893	0.103414304529368	0.859424852096921	0.132408139903065	0.433060140026616	0.098244104171832	0.153299966982779	0.124453486929391	1
"Pcdhb9"	0.628300028130838	0.384950969949081	0.489882468037005	0.188361369377357	0.576965459285349	0.802071628196322	0.668417858664307	0.923653403021016	0.708574383871006	0.0401654082032853	0.428950558810906	1
"Tmed2"	0.148899609311134	0.169839031624065	0.210114083910352	0.623665522976374	0.264550617129432	0.875996956677283	0.2097185780789	0.0537494373056075	0.0975258405379972	0.234446642193167	0.192701737330785	1
"Zfp219"	0.0560146314217263	0.619622614211165	0.0983195849000879	0.9605542055597	0.0847963583077606	0.22501390116709	0.0613851957220244	0.0394436385430222	0.0588220718378619	0.272255764412024	0.123176884064934	1
"Agfg1"	0.171159724299523	0.923045100715474	0.184624073529155	0.793693849082302	0.189794104155107	0.458346376342868	0.227078035176883	0.868126442059322	0.213387140185671	0.517623135148481	0.515278962717283	1
"Tmem170b"	0.179350486227398	0.857703028771242	0.190786567512269	0.0723513708398127	0.283260272155041	0.982768937484464	0.328503569695918	0.0880294756175003	0.347495635236775	0.279543995161961	0.692048647754725	1
"Ppp1r21"	0.303094320720758	0.796415456197304	0.373971498583774	0.890707045883399	0.185503809354302	0.790655677389893	0.0885777119141645	0.189182078218158	0.0858292086989033	0.97535994225913	0.696175947664226	1
"Fam120aos"	0.432070319998344	0.232876358331227	0.406199948907021	0.139715792607802	0.427359602417559	0.30152888162401	0.390479128431668	0.329803483731222	0.337096067320232	0.033529059623958	0.180653164600458	1
"Wdr20a"	0.695933406441226	0.863738803408569	0.683412896685765	0.314930051667982	0.684176693514284	0.505439325188523	0.657819718609733	0.962880833937278	0.557801261351322	0.334920818763934	0.782102606238923	1
"Stat3"	0.388970480762405	0.435176592984945	0.296095765217837	0.463433007562287	0.444471908888824	0.560409851088975	0.663785916389484	0.700469766595019	0.662619259184523	0.0651247157036254	0.368597031037562	1
"Rgs19"	0.280970432538593	0.0448289423188447	0.544998883883004	0.748199693357793	0.830915803049442	0.135268971240173	0.901882153278284	0.225691813476607	0.848975220061717	0.171315625722714	0.352282407766482	1
"Tdrkh"	0.261958531828275	0.103443050852762	0.142967103489184	0.36292175120318	0.240940115667312	0.329490216296481	0.468842537680232	0.390713546380735	0.44606593306365	0.0630012575903207	0.200760162368544	1
"Coa3"	0.591545872181686	0.473569317690716	0.570441452366631	0.515889640034615	0.684385632528207	0.681014185192992	0.669628601601397	0.735205306321745	0.635757105308507	0.119009474012987	0.537613550465181	1
"Hprt"	0.33214714418454	0.740368652490149	0.196839753054357	0.0944808534705528	0.263086554517873	0.363990112360685	0.51871801174206	0.761301597889641	0.599012852284955	0.35272419432279	0.359178398525001	1
"Ufc1"	0.109552796652747	0.0163398621119139	0.142068107601431	0.795099544233997	0.316790284997539	0.778816791697995	0.439633588657528	0.108602829388582	0.263852804452411	0.0759170077579708	0.100856297944655	1
"Ccdc88a"	0.0429697605398099	0.361730980334097	0.0344068522108128	0.483650263850896	0.0257833982481433	0.8767628887148	0.0242970621125789	0.0446171452156832	0.0336538229044266	0.415661055464387	0.0554561875477345	1
"Kif3a"	0.380896792725281	0.326841075719362	0.194563573237388	0.383707756186581	0.0899259945684251	0.606552235790853	0.0758336013400844	0.842021546063198	0.10858236182302	0.246866052790138	0.220983912074353	1
"Ube2m"	0.521779471901869	0.161016050724649	0.392711763699469	0.244039802483835	0.413828486434083	0.727337368205114	0.348556175438926	0.788405702169271	0.254653210202127	0.0516032511872893	0.269202397318548	1
"Rpl18a"	0.416608746130292	0.318746847907898	0.457203620685429	0.270236375803335	0.464007195975202	0.81551023984915	0.50464029562979	0.352184202126854	0.49133560169787	0.698350916310492	0.490305967246358	1
"Rbm14"	0.448348873283024	0.654366993063358	0.621155838733915	0.268652083614075	0.862343059029506	0.194276131656287	0.929646924027984	0.278886232629855	0.895054579145769	0.082397677436094	0.603583667266445	1
"Coro1c"	0.578872377488057	0.637552642021225	0.547490483787098	0.124080362659829	0.594511585809532	0.975583912495366	0.6048976728395	0.352397263587161	0.543729226106272	0.278745255709999	0.763610718896198	1
"Hmgn2"	0.0226384653933467	0.397507124165011	0.0956114105752493	0.915170001583525	0.186920483180553	0.432852178321612	0.242699239621049	0.00316655569153348	0.240094676230553	0.035788500226579	0.0249848246821929	1
"H2-Ke6"	0.844732771895545	0.43384516001281	0.885290896065456	0.876488736686913	0.790718752378874	0.381699068850748	0.579189939537149	0.693485544556669	0.389927970156807	0.595959250031864	0.72572231998103	1
"Rpl5"	0.0152585666465361	0.184005019649285	0.0041640143974452	0.385107428441184	0.0100190837845069	0.20782423207923	0.0379305132570294	0.638365963161764	0.0980166618807268	0.00569002852975225	0.0159636700947259	1
"Spryd7"	0.574832162799138	0.122712475431823	0.585047148213004	0.293663715290642	0.552774361416922	0.278316289257975	0.502156813259085	0.385018212807624	0.487327178729886	0.403264411066427	0.376100740738045	1
"Mtmr6"	0.223518346054444	0.330099592951837	0.213217840104056	0.264070793527968	0.150441818776889	0.434227692072213	0.0613242608328092	0.490208418597642	0.0312678485986072	0.131837055399248	0.127115706945343	1
"AI462493"	0.201327098331973	0.246820421125064	0.364290370313811	0.521143103402883	0.636289986471337	0.379130251553989	0.714542633305985	0.0686511422451354	0.556324016415909	0.174701022913703	0.286447232843207	1
"Kctd8"	0.592665962807268	0.782280916289807	0.600453212634843	0.083170303572628	0.750352750694184	0.312450552901109	0.681071994243769	0.32688555048444	0.598332380923965	0.0223079185819463	0.182897285367326	1
"Tmem246"	0.0536160742445885	0.552504982807721	0.145445595155674	0.268409718661809	0.34790634114765	0.776992769750372	0.412995991367072	0.0115153596202132	0.348063838337561	0.0594648105710367	0.0749377156324127	1
"Pdha1"	0.116364553707528	0.0204069459709197	0.223101627884108	0.475044600843618	0.589086407611537	0.14594567863672	0.802518137227465	0.181471218066231	0.734975735938867	0.0461794985253644	0.111816930002165	1
"Celf6"	0.059649826237358	0.0356660574475005	0.163458833121827	0.383343513799792	0.571930065195075	0.183470733217173	0.81430668119482	0.405965461022751	0.909639884286123	0.146619933430843	0.187134560380151	1
"Bccip"	0.0664680896507389	0.194610849138998	0.0173037795638867	0.451376207156375	0.0227578406320011	0.850391921975534	0.0616028137274556	0.75094928084121	0.110367043171041	0.119542454296819	0.0680347918676091	1
"Srp9"	0.0710579836182316	0.327725559427379	0.138643405825222	0.868565713604011	0.332341702284953	0.317768805236986	0.486986617065679	0.0399527383013294	0.54472631066559	0.270975981165671	0.189152310370773	1
"Tmem130"	0.555665214559614	0.0146510219526147	0.543677947147185	0.674559926505704	0.662714488006397	0.0646809628274438	0.715568574958683	0.746117800876879	0.736228201786826	0.349991593021094	0.131106155443731	1
"Psma2"	0.109280687550531	0.629242378256087	0.104662624580661	0.977505067776121	0.0910236428522368	0.497511161610805	0.109855509947161	0.0350160473737166	0.0919109517822417	0.572598920423868	0.257321172571784	1
"Itch"	0.0681644703893667	0.244257706339465	0.0460838363563079	0.655220610329708	0.1444983890303	0.887526404071213	0.443426039934377	0.139732517124631	0.670855907154904	0.0439205006040096	0.146212803070117	1
"Mvd"	0.796913903658303	0.911260460599412	0.887476223325766	0.199953942508201	0.648748310566611	0.148772403162213	0.329700454573439	0.508029095346123	0.202271994105392	0.727965149565041	0.611275668577111	1
"Zfp362"	0.227154101284187	0.468789719136723	0.586510773036458	0.975163957983736	0.761541750348164	0.328640644548755	0.685302405353019	0.193089118334499	0.6004365240295	0.196284240749031	0.756648285719748	1
"Ddhd1"	0.445135756532528	0.537232270972719	0.37824551397988	0.91072442441306	0.363141931484948	0.774598226333014	0.305055275705312	0.584391725744082	0.27399983955666	0.0575494085821598	0.406078525963136	1
"Cstb"	0.76447448860214	0.380560849096715	0.656207842131377	0.440569056637915	0.392420260396878	0.368704622576176	0.298052869578031	0.131870725916848	0.314961097219544	0.922799094248607	0.520114016750219	1
"Necap2"	0.309455704623769	0.493732269724498	0.291197520151632	0.399074186670862	0.438406027206255	0.376032524104619	0.615443337237169	0.417362148974466	0.712787679712333	0.152773497335255	0.395011313395002	1
"Osgin2"	0.32463314023421	0.192266084145533	0.451427479563298	0.655444104883757	0.604050953442222	0.0666384968413806	0.63698605253189	0.513766834993418	0.586956377524882	0.0736410573184614	0.257888394890345	1
"Ccdc181"	0.634414410066572	0.80475274374756	0.868708730402903	0.842300267118838	0.902015066524097	0.193004339245946	0.822633244078944	0.713913505625232	0.745174527520214	0.553770967502688	0.768705877894295	1
"Fbxo10"	0.671067082928389	0.207657210333874	0.597919632287492	0.249804908501792	0.527299580632564	0.308471181319912	0.503665375598857	0.755076911846781	0.446203886638372	0.670624169568085	0.483149251660351	1
"Lgr4"	0.417853248807313	0.125184867766824	0.348440552588029	0.555988545577361	0.452670345263527	0.699010455200934	0.534868470927831	0.495607156508873	0.494151207495321	0.225231931319337	0.391940575837751	1
"Hs2st1"	0.12242430121923	0.0388194694860028	0.0326605299169855	0.284666883978615	0.112012211386378	0.685936826989823	0.323332613125271	0.980653714391335	0.340354784643218	0.00313517805889395	0.0289976305123271	1
"Ppip5k1"	0.0798066828043895	0.386294374335726	0.0790143882565205	0.769320919587509	0.145410899161696	0.671991728507926	0.24744520910326	0.854968769257993	0.306232860444869	0.0514197311149994	0.193859248781385	1
"6330403A02Rik"	0.896436857120099	0.746108528686374	0.864707709730091	0.0727048850220943	0.712695714141753	0.525333538463098	0.507190279771588	0.85223018444648	0.364408270511543	0.673145826309326	0.644710059673407	1
"Cadm4"	0.41992050178826	0.396921454835351	0.546825365260994	0.454568536145278	0.681404635092576	0.0227976983765136	0.696388100208674	0.460129884310617	0.528420585718948	0.140639945654344	0.184012387625865	1
"Snap47"	0.712027551942279	0.942434928620472	0.660816571246221	0.529092326852688	0.584897522013749	0.731262608144451	0.667857417746395	0.656926546395268	0.79220309687745	0.862412178395789	0.787155320025825	1
"Sumo1"	0.681297382596977	0.521143775060438	0.695670197355269	0.213529224476182	0.735255937187961	0.379203788659196	0.603165055822281	0.792558982315958	0.483836945416724	0.0830110821439332	0.453044157730865	1
"Rufy3"	0.24095921088228	0.51584951865989	0.327417159054879	0.917981000806397	0.410112327930865	0.763081028587572	0.536586945678074	0.0427810547723047	0.648926276463935	0.18700429517268	0.344936262386349	1
"Tbc1d13"	0.119341817319751	0.482718129037928	0.215291143029928	0.319009287734161	0.329161855849835	0.344111544088036	0.516195558187257	0.0281583201471834	0.736468977226122	0.373551736808298	0.174871747752371	1
"Ubap2l"	0.818539200171855	0.495223077841337	0.80116794753226	0.573245144750926	0.803917760140912	0.457594462946957	0.894634424082257	0.428234370027261	0.896740809852101	0.472996339658302	0.750222271444417	1
"Akap17b"	0.575423422038404	0.764458255784064	0.653081534158822	0.440047900223529	0.696575016509395	0.829549386844381	0.778085500760643	0.566219273202132	0.81170972666918	0.262860964446885	0.672840443758948	1
"Pparg"	0.0869432421635484	0.15343380191871	0.081621156749952	0.566890895852911	0.098983917049858	0.686383171913506	0.0559134454153752	0.242963902721614	0.0291097677951165	0.157559426786427	0.0994274110534733	1
"Iars"	0.638652465455155	0.989984215183032	0.724099206293425	0.72678328409645	0.371570520146969	0.597340534246631	0.187646276451247	0.0445450197835299	0.183277082958412	0.972419034333449	0.911927870518062	1
"Hax1"	0.548179322802602	0.389792779620347	0.544365190321802	0.178483855663462	0.590038402230025	0.855009463142944	0.674271317849968	0.150804685235551	0.766908998659663	0.29966614992597	0.490933053505691	1
"Sirpa"	0.149605599032672	0.884024879310553	0.198111960325187	0.641408859813897	0.166338781163629	0.868433978749185	0.116265631979683	0.163655856149397	0.0864429481483105	0.407449822758525	0.285292674992377	1
"Nr1d2"	0.0684036312059244	0.0259022764921134	0.0730769378717196	0.683031827847119	0.0823960830934144	0.910261029532878	0.0715962928423486	0.479171894062956	0.0889806386956919	0.00301454166239774	0.0236566440539476	1
"Elk3"	0.765704244802108	0.31617646339983	0.765448957786797	0.442765572352947	0.741129036039123	0.132320025456254	0.729974081186835	0.505347810593363	0.720711874381882	0.580420050197853	0.564069847078519	1
"Srrm1"	0.462537280811264	0.64588309312159	0.497342058892536	0.864028127305063	0.680284143721109	0.294800064726373	0.76040948047451	0.420451041963675	0.766301629165426	0.146668316383487	0.573579898237916	1
"Otud1"	0.524087161603314	0.914312892461637	0.396375432426274	0.766450088354992	0.27825600632661	0.785784438318477	0.211393247554398	0.84770406352164	0.207109912102174	0.554713783571234	0.631952684910024	1
"Zfp365"	0.402841297530636	0.495492322707807	0.58786840820698	0.394500197106461	0.770003812239728	0.00749021130513553	0.847914206519838	0.245066242946198	0.894129161411423	0.220960840512398	0.0796002313276732	1
"9630033F20Rik"	0.163533226575354	0.702161188553878	0.408068281792124	0.811266929072995	0.473882380703664	0.349153120001046	0.388305219583194	0.00716275552763423	0.420550316024053	0.117836910429346	0.0652828218078647	1
"Uba6"	0.49368626641437	0.0526109632094066	0.660495359573161	0.416900645811222	0.771090679704637	0.47963091785274	0.648838384764893	0.201692008201894	0.459158840083303	0.505736416195694	0.337037351228965	1
"Scyl3"	0.395672844199226	0.275432988027464	0.553314126451342	0.86706346290271	0.759859223975396	0.0973258942377002	0.784448861873343	0.398934851043196	0.613061433891359	0.344967890134836	0.49628729427655	1
"Smarca2"	0.55953564078014	0.221734322207509	0.487884747405638	0.887596102617551	0.591240329344034	0.478388569384564	0.771489332722714	0.46556769768222	0.840508831622056	0.389439098074376	0.631832875716883	1
"Psmc6"	0.588482879247726	0.751694503485571	0.478773492883986	0.152853213201026	0.456047589960448	0.0718048077282286	0.534440292295902	0.218875629694548	0.519682969189745	0.641611708251466	0.333720122135799	1
"Rtn2"	0.488019031321097	0.211126747480462	0.34203623518622	0.175185178857735	0.326910251175501	0.757978162266257	0.444964191906088	0.366020788482183	0.5446301117726	0.586778049954268	0.400167466227505	1
"Spryd3"	0.166360000626164	0.656169837497777	0.17969220531353	0.362167099222997	0.282687928892086	0.856503625603983	0.221624209764993	0.0853611542340948	0.106178810441819	0.0336024000351778	0.153189571413701	1
"Pcgf1"	0.683971761852504	0.813788315529865	0.5821213950875	0.429625131640277	0.413206442498109	0.333488944634935	0.24392465425939	0.703771726059036	0.159346744559602	0.438895795882023	0.46917277255911	1
"Safb"	0.278794559758628	0.157641756304742	0.405198025804596	0.0283336747881789	0.731956575341647	0.955982099184046	0.846699321283487	0.180426159689231	0.861971821242386	0.153517885153527	0.339281239083422	1
"Pgrmc1"	0.0319670838904894	0.0724790897030377	0.143682500259993	0.238628985662974	0.416988358986249	0.918076635281307	0.532266913172703	0.00618690027047943	0.441741533190866	0.0181107546948214	0.0382000306581936	1
"Fyn"	0.0428397575459903	0.247882933096607	0.0788540935303	0.772663719816276	0.287643020116749	0.393799042687536	0.530012846517334	0.0744170133807061	0.707964781223903	0.0102431156862203	0.0670949711733173	1
"Extl2"	0.212974357139414	0.26697559036605	0.0635332356863799	0.58915121091822	0.0883175686369376	0.976605390565055	0.175835897276688	0.810231052294747	0.257147054959861	0.0530226360852644	0.384382624067589	1
"P2ry12"	0.166898650120302	0.328578280070924	0.263533842235938	0.458226628617228	0.539104342067574	0.350027469220743	0.606844048278038	0.747828083345301	0.486541916355512	0.0407196195984812	0.246158501234239	1
"AI836003"	0.792460405074055	0.78094369697772	0.803840755641588	0.25837178909475	0.851806352217903	0.521113597568977	0.856194010241778	0.91678160189654	0.879624575077193	0.530509568721725	0.796582168544568	1
"Arf6"	0.143439441782371	0.684691411232636	0.117667374739159	0.805589036119801	0.189598734879106	0.354736013855558	0.326986675197905	0.228822310181137	0.400173544572047	0.166297373952671	0.278768285462439	1
"Phip"	0.782744578291034	0.167335032056219	0.896261169640589	0.293024066021576	0.862637020544385	0.263388938439928	0.808419617031837	0.530443545572044	0.841149478116075	0.807986061462017	0.710765893397903	1
"Ccl27a"	0.533628621025989	0.502039304208662	0.511319621879699	0.514173272533795	0.602283290867149	0.228903111342634	0.666149439757334	0.466336748154811	0.700930919392367	0.417843191466899	0.510160979363693	1
"Spice1"	0.722683028053446	0.422457403023926	0.721073345138527	0.647233998435217	0.720523444391614	0.302688775291559	0.661379714077032	0.553265951291672	0.687547706746414	0.386310633946344	0.594537666963499	1
"Etfdh"	0.429964776792623	0.323982978359859	0.435119656764901	0.122555685555858	0.317923895900373	0.604022134454607	0.168711457009995	0.151884272146083	0.110057734866314	0.478848647926168	0.245242594339315	1
"Ankrd44"	0.393291678073434	0.513847756067069	0.416572038641996	0.477478920546578	0.438720837772761	0.713869028959327	0.441936444716252	0.563172607459658	0.389498007044885	0.462442057234847	0.483866474822423	1
"Ociad2"	0.231529108521968	0.285221912994229	0.281891599324276	0.340666932966533	0.607229519456568	0.0570246996645996	0.796596073878851	0.320271917562202	0.769799443012226	0.0284781445208756	0.16322089698498	1
"Pisd"	0.443340164782243	0.667736340160365	0.47258782710731	0.326172552585837	0.177142412648926	0.86642112238275	0.0612770864456368	0.372412599537079	0.0485458787496492	0.864842580206587	0.258052944448596	1
"Paxbp1"	0.173519961014711	0.749546194902027	0.195542167207389	0.707732572025547	0.160302213229338	0.138172435746043	0.111103373828839	0.661735493609077	0.144561597441119	0.437249260320962	0.254580613578612	1
"Madd"	0.725072476675805	0.697027646219429	0.888807214295938	0.344047186243448	0.925386230714223	0.908457763087806	0.902137616967257	0.0644548876615163	0.87405574249461	0.482284722501752	0.778392301148164	1
"Praf2"	0.873812890990317	0.478636479420918	0.948005234397191	0.427694997469152	0.944797183280095	0.458500443322319	0.875584614037697	0.177091924364731	0.817851263881995	0.768208105488617	0.832593603246082	1
"Myh14"	0.408580541046702	0.640114283110915	0.165466608709711	0.323240623761231	0.0722769779500319	0.128168936996647	0.0696483998763644	0.617016535049251	0.0878260635018341	0.505528627185837	0.173483591033119	1
"Scrt1"	0.0538348068454917	0.726019191828146	0.265766726006328	0.770320754797352	0.572002213936746	0.525767513952359	0.6567457199887	0.0530945268160123	0.626325845723575	0.0888692864345916	0.209589126424894	1
"Tsc2"	0.911804009478426	0.0985644699232422	0.938180436066974	0.118977404750874	0.946673728264581	0.232283045665428	0.93697671598399	0.777430408916169	0.835120055099482	0.742550055221818	0.827440733380497	1
"Dnajc5"	0.26066779639461	0.17763083140077	0.229851943403093	0.33304546470682	0.439397103312982	0.104885297136017	0.609178179898305	0.710687924512288	0.600786914814104	0.00258485708711487	0.0246173065516396	1
"Chm"	0.124301244573233	0.0159579019882166	0.19803073501499	0.844836037670921	0.528396580059995	0.56654184197519	0.607077424626194	0.191856781673859	0.508900296489765	0.00827517479294415	0.0516400327609154	1
"Pelo"	0.319488428041953	0.225459109780902	0.350947843783728	0.50232712985557	0.456233079581691	0.70116839718354	0.656205849787528	0.0994475304984713	0.799458262314253	0.548401466068572	0.414697654664368	1
"Ranbp9"	0.64639950828052	0.252086120336017	0.56071516487766	0.336711932833475	0.542599082135514	0.965089516447116	0.561870003732834	0.378235002153089	0.555203509640743	0.254686616975056	0.701813386791928	1
"Rnf167"	0.0929594003751956	0.615164190684675	0.127437044621385	0.690648464819402	0.329861266353817	0.994377125085578	0.442532178867291	0.00211789245956143	0.534734298234473	0.00390181798390815	0.0176112080810029	1
"Serf1"	0.0810852701560934	0.0716571014397827	0.0783413717346445	0.250508699903201	0.165759524801254	0.356487133836846	0.313622696730959	0.658830974198378	0.384772496312262	0.303658341484592	0.172429596207354	1
"Aprt"	0.400414771942715	0.588919402073123	0.451482896334908	0.622391909841655	0.424966118818197	0.89831088008943	0.392999103760985	0.219943979570194	0.435682476652594	0.238170086689968	0.504980720911977	1
"Dusp16"	0.142640243234789	0.274202249411144	0.276524118790789	0.745435419519595	0.40616346006322	0.531057402361537	0.502641652975812	0.0492284065415532	0.594998957313367	0.103291447366483	0.219978483897111	1
"Dffa"	0.777755908544214	0.558908251446691	0.887507924693984	0.487722693766271	0.931955515584915	0.72156732808926	0.810867516278344	0.544537960679217	0.68676786252492	0.854794665356106	0.800581886636686	1
"Ccdc141"	0.374012751287553	0.235976618168825	0.377437996920899	0.723836484309551	0.397899045468938	0.497534017452057	0.470579836835826	0.450981832090738	0.515513328703874	0.206911291509212	0.409507732272289	1
"Aph1b"	0.837873736690112	0.894031483720585	0.684050027400567	0.189673227082878	0.513773231425748	0.584877201978036	0.440866245452025	0.854728157373813	0.42997586564085	0.258213543723778	0.643806749387122	1
"Zkscan1"	0.71125064216496	0.627814947440269	0.584203119537866	0.942832474978613	0.302420389075653	0.136375470059424	0.249547621384672	0.822111407480184	0.351338532647502	0.989278288330361	0.90856573056266	1
"Fam84a"	0.249121727286785	0.834438330614908	0.330881894059542	0.700805212320835	0.443112174550985	0.695758035323938	0.52026503934976	0.223859985760269	0.498952411215505	0.304015157409287	0.486721621809437	1
"Entpd4"	0.0439391132608169	0.447974847731774	0.0136657760107491	0.68756650400415	0.0113790450118715	0.0138878061715222	0.0253790185399793	0.649747237902058	0.0548053463323003	0.124671504484622	0.031407652690009	1
"Adipor2"	0.39811210155847	0.582285518253453	0.418472077497786	0.360166565183783	0.36391837370601	0.612532117141635	0.489778917515437	0.605374093669818	0.546621925638014	0.589958018013458	0.495672068220845	1
"Map1lc3a"	0.3573574341212	0.880032361537074	0.705941163102157	0.215050088334162	0.830199175759552	0.150983044132969	0.843467048463703	0.0719995968105578	0.771064477817891	0.399086731888056	0.488366933487232	1
"Actg1"	0.23402500672233	0.425620600808729	0.361243077748445	0.804344734551201	0.485586438484364	0.0440076511304219	0.455375602249277	0.0954935243806914	0.490696604671859	0.087120940261008	0.191257884426623	1
"Chsy1"	0.661906961505181	0.291094105241877	0.344428200130093	0.214290118360356	0.23038751568794	0.824051766804382	0.258701027759292	0.879829047611093	0.293609068660107	0.613902501918437	0.489894758216367	1
"Stau2"	0.394860558486364	0.359059081535417	0.515178582406695	0.275922373292342	0.531057417136137	0.930019723107473	0.527679052586586	0.189580384880314	0.501201878832167	0.358933619426558	0.534722055054461	1
"Surf2"	0.207972343811078	0.575032185917746	0.125877547750487	0.0848921025250793	0.137699131768089	0.953806341527129	0.16639211312918	0.309462999248134	0.150239028805879	0.264913258616585	0.29049084876281	1
"Eef1g"	0.579086332819647	0.150291915664486	0.424364705338463	0.91372136252452	0.39889478766108	0.469041156347223	0.396374244731385	0.949369234572044	0.334151942337008	0.224682877199698	0.656979482155334	1
"Clu"	0.124507862713659	0.71299260781531	0.100077614080024	0.486711838277565	0.0897062778659795	0.437133814013867	0.0443125106204225	0.110196644393686	0.0294089347223332	0.0407514033795544	0.0842939516294217	1
"Hnrnpd"	0.655401100957293	0.475027281486693	0.432089039821139	0.651666443633014	0.307471327464964	0.846628631353777	0.318494250038201	0.870253617294355	0.374924774134266	0.821426395755612	0.643085340146441	1
"Cpt1c"	0.227982501624822	0.127097524404481	0.334109742018256	0.539060478102532	0.633351919233115	0.282328969481085	0.555007410111723	0.564979275846426	0.33392566050851	0.0777335718723558	0.274909165902287	1
"Txnrd1"	0.225723132869939	0.506414405306689	0.252991769763737	0.0656655119899744	0.47591831789883	0.16615695675494	0.677772992125032	0.868868135582664	0.707758749936252	0.0532043511879984	0.235306763803355	1
"Mettl15"	0.856503514399038	0.566054265186141	0.898266702680426	0.47018864730344	0.758484524087957	0.550619785971236	0.586483558622697	0.487872747521669	0.57075939604254	0.969833450312706	0.834010489895588	1
"Hnrnph2"	0.00881340130955576	0.12459949504687	0.0113993660049776	0.861165881129568	0.0317272790701029	0.848958829617554	0.0495003847834006	0.153565369650483	0.0911760303272829	0.00390030110114218	0.0191937322146827	1
