	V1_Human_Lymph_Node_filtered_feature_bc_matrix	average
GAGE10	0.02	0.0
USP27X-AS1	0.04	0.01226993865030674
USP27X	0.37000000000000016	0.21472392638036802
CLCN5	0.49000000000000027	0.28834355828220853
CCNB3	0.02	0.0
SHROOM4	0.3100000000000001	0.17791411042944777
LINC01284	0.02	0.0
NUDT10	0.18000000000000002	0.09815950920245393
AC233976.1	0.02	0.0
AL158055.1	0.02	0.0
CXorf67	0.08	0.03680981595092021
NUDT11	0.13999999999999999	0.07361963190184043
CENPVL3	0.02	0.0
GSPT2	0.5000000000000002	0.2944785276073619
MAGED1	0.6300000000000003	0.3742331288343557
FAM156B	0.02	0.0
FAM156A	0.02	0.0
GPR173	0.2900000000000001	0.16564417177914104
TSPYL2	0.6400000000000003	0.3803680981595091
KANTR	0.5700000000000003	0.33742331288343547
KDM5C	0.6300000000000003	0.3742331288343557
IQSEC2	0.46000000000000024	0.2699386503067484
SMC1A	0.6900000000000004	0.411042944785276
RIBC1	0.18000000000000002	0.09815950920245393
HSD17B10	0.6300000000000003	0.3742331288343557
HUWE1	0.6300000000000003	0.3742331288343557
PHF8	0.6000000000000003	0.3558282208588956
FAM120C	0.5400000000000003	0.3190184049079754
WNK3	0.12999999999999998	0.06748466257668705
TSR2	0.6100000000000003	0.361963190184049
FGD1	0.3300000000000001	0.19018404907975453
GNL3L	0.2700000000000001	0.15337423312883428
MAGED2	0.6400000000000003	0.3803680981595091
TRO	0.4200000000000002	0.2453987730061349
PFKFB1	0.13999999999999999	0.07361963190184043
APEX2	0.5700000000000003	0.33742331288343547
PAGE2B	0.08	0.03680981595092021
PAGE2	0.02	0.0
FAM104B	0.5100000000000002	0.30061349693251527
PAGE5	0.16	0.08588957055214719
MAGEH1	0.6000000000000003	0.3558282208588956
USP51	0.35000000000000014	0.20245398773006126
RRAGB	0.5300000000000002	0.312883435582822
AL445472.1	0.22000000000000006	0.12269938650306743
KLF8	0.4400000000000002	0.2576687116564417
UBQLN2	0.6200000000000003	0.3680981595092024
NBDY	0.6000000000000003	0.3558282208588956
SPIN3	0.5300000000000002	0.312883435582822
SPIN2B	0.5300000000000002	0.312883435582822
AL022157.1	0.02	0.0
FAAH2	0.4300000000000002	0.2515337423312883
ZXDB	0.48000000000000026	0.28220858895705514
ZXDA	0.23000000000000007	0.1288343558282208
SPIN4	0.45000000000000023	0.263803680981595
SPIN4-AS1	0.02	0.0
ARHGEF9	0.5300000000000002	0.312883435582822
AMER1	0.35000000000000014	0.20245398773006126
ASB12	0.08	0.03680981595092021
ZC4H2	0.45000000000000023	0.263803680981595
ZC3H12B	0.2700000000000001	0.15337423312883428
LAS1L	0.6600000000000004	0.39263803680981585
MSN	0.5900000000000003	0.34969325153374226
AL034397.3	0.6200000000000003	0.3680981595092024
VSIG4	0.23000000000000007	0.1288343558282208
HEPH	0.37000000000000016	0.21472392638036802
EDA2R	0.09999999999999999	0.049079754601226946
AR	0.13999999999999999	0.07361963190184043
AL157700.1	0.07	0.03067484662576685
OPHN1	0.17	0.09202453987730055
YIPF6	0.5700000000000003	0.33742331288343547
STARD8	0.5200000000000002	0.3067484662576686
EFNB1	0.47000000000000025	0.2760736196319018
PJA1	0.5200000000000002	0.3067484662576686
FAM155B	0.15	0.07975460122699381
EDA	0.2700000000000001	0.15337423312883428
AWAT2	0.02	0.0
IGBP1	0.6200000000000003	0.3680981595092024
PDZD11	0.5800000000000003	0.34355828220858886
KIF4A	0.48000000000000026	0.28220858895705514
GDPD2	0.02	0.0
AL139398.1	0.02	0.0
DLG3	0.49000000000000027	0.28834355828220853
DLG3-AS1	0.02	0.0
TEX11	0.02	0.0
SLC7A3	0.02	0.0
SNX12	0.5700000000000003	0.33742331288343547
FOXO4	0.5000000000000002	0.2944785276073619
CXorf65	0.23000000000000007	0.1288343558282208
IL2RG	0.6000000000000003	0.3558282208588956
MED12	0.6300000000000003	0.3742331288343557
NLGN3	0.2800000000000001	0.15950920245398764
AL590764.1	0.3100000000000001	0.17791411042944777
GJB1	0.02	0.0
ZMYM3	0.6000000000000003	0.3558282208588956
NONO	0.6200000000000003	0.3680981595092024
ITGB1BP2	0.34000000000000014	0.1963190184049079
TAF1	0.6100000000000003	0.361963190184049
OGT	0.5700000000000003	0.33742331288343547
GCNA	0.45000000000000023	0.263803680981595
CXCR3	0.6200000000000003	0.3680981595092024
BX276092.9	0.02	0.0
LINC00891	0.3300000000000001	0.19018404907975453
NHSL2	0.4100000000000002	0.23926380368098152
RTL5	0.2700000000000001	0.15337423312883428
PIN4	0.6100000000000003	0.361963190184049
ERCC6L	0.37000000000000016	0.21472392638036802
CITED1	0.09	0.04294478527607358
HDAC8	0.5000000000000002	0.2944785276073619
PHKA1	0.36000000000000015	0.20858895705521466
NAP1L2	0.3300000000000001	0.19018404907975453
CHIC1	0.5200000000000002	0.3067484662576686
TSIX	0.34000000000000014	0.1963190184049079
XIST	0.5500000000000003	0.32515337423312873
JPX	0.6200000000000003	0.3680981595092024
FTX	0.6200000000000003	0.3680981595092024
SLC16A2	0.34000000000000014	0.1963190184049079
RLIM	0.6100000000000003	0.361963190184049
NEXMIF	0.09999999999999999	0.049079754601226946
ABCB7	0.6000000000000003	0.3558282208588956
UPRT	0.48000000000000026	0.28220858895705514
ZDHHC15	0.16	0.08588957055214719
PBDC1	0.5800000000000003	0.34355828220858886
MAGEE1	0.4100000000000002	0.23926380368098152
ATRX	0.6200000000000003	0.3680981595092024
MAGT1	0.6300000000000003	0.3742331288343557
COX7B	0.6300000000000003	0.3742331288343557
ATP7A	0.5100000000000002	0.30061349693251527
PGK1	0.6100000000000003	0.361963190184049
TAF9B	0.5200000000000002	0.3067484662576686
CYSLTR1	0.5600000000000003	0.33128834355828213
P2RY10	0.5000000000000002	0.2944785276073619
GPR174	0.6400000000000003	0.3803680981595091
ITM2A	0.7000000000000004	0.41717791411042937
BRWD3	0.5500000000000003	0.32515337423312873
HMGN5	0.35000000000000014	0.20245398773006126
SH3BGRL	0.6700000000000004	0.39877300613496924
HDX	0.23000000000000007	0.1288343558282208
APOOL	0.5100000000000002	0.30061349693251527
ZNF711	0.38000000000000017	0.2208588957055214
POF1B	0.16	0.08588957055214719
CHM	0.5600000000000003	0.33128834355828213
KLHL4	0.12999999999999998	0.06748466257668705
PABPC5	0.11999999999999998	0.06134969325153368
PCDH11X	0.12999999999999998	0.06748466257668705
NAP1L3	0.3300000000000001	0.19018404907975453
DIAPH2	0.49000000000000027	0.28834355828220853
DIAPH2-AS1	0.02	0.0
PCDH19	0.02	0.0
TNMD	0.02	0.0
TSPAN6	0.3900000000000002	0.22699386503067479
SRPX2	0.21000000000000005	0.11656441717791406
SYTL4	0.3000000000000001	0.1717791411042944
CSTF2	0.5100000000000002	0.30061349693251527
NOX1	0.02	0.0
XKRX	0.24000000000000007	0.13496932515337418
TRMT2B	0.5400000000000003	0.3190184049079754
TMEM35A	0.02	0.0
CENPI	0.3200000000000001	0.18404907975460116
DRP2	0.05	0.01840490797546011
TAF7L	0.05	0.01840490797546011
TIMM8A	0.5300000000000002	0.312883435582822
BTK	0.6600000000000004	0.39263803680981585
GLA	0.5600000000000003	0.33128834355828213
HNRNPH2	0.6200000000000003	0.3680981595092024
ARMCX4	0.49000000000000027	0.28834355828220853
ARMCX1	0.4300000000000002	0.2515337423312883
ARMCX6	0.6300000000000003	0.3742331288343557
ARMCX3	0.6200000000000003	0.3680981595092024
ARMCX3-AS1	0.02	0.0
ARMCX2	0.5400000000000003	0.3190184049079754
ZMAT1	0.5900000000000003	0.34969325153374226
TCEAL2	0.23000000000000007	0.1288343558282208
BEX5	0.45000000000000023	0.263803680981595
TMSB15A	0.2800000000000001	0.15950920245398764
ARMCX5	0.5000000000000002	0.2944785276073619
AL035427.1	0.02	0.0
GPRASP1	0.5900000000000003	0.34969325153374226
GPRASP2	0.3200000000000001	0.18404907975460116
BHLHB9	0.25000000000000006	0.14110429447852754
LINC00630	0.12999999999999998	0.06748466257668705
RAB40AL	0.02	0.0
BEX1	0.13999999999999999	0.07361963190184043
NXF3	0.02	0.0
BEX4	0.6000000000000003	0.3558282208588956
TCEAL8	0.6100000000000003	0.361963190184049
BEX2	0.5900000000000003	0.34969325153374226
TCEAL7	0.2800000000000001	0.15950920245398764
TCEAL9	0.5200000000000002	0.3067484662576686
BEX3	0.6000000000000003	0.3558282208588956
RAB40A	0.02	0.0
TCEAL4	0.6000000000000003	0.3558282208588956
TCEAL3	0.5500000000000003	0.32515337423312873
TCEAL1	0.5000000000000002	0.2944785276073619
MORF4L2	0.6400000000000003	0.3803680981595091
MORF4L2-AS1	0.24000000000000007	0.13496932515337418
TMEM31	0.02	0.0
PLP1	0.02	0.0
RAB9B	0.25000000000000006	0.14110429447852754
TMSB15B-AS1	0.09	0.04294478527607358
TMSB15B	0.09	0.04294478527607358
H2BFM	0.02	0.0
SLC25A53	0.5100000000000002	0.30061349693251527
ZCCHC18	0.49000000000000027	0.28834355828220853
FAM199X	0.5800000000000003	0.34355828220858886
NRK	0.02	0.0
MUM1L1	0.02	0.0
CXorf57	0.4400000000000002	0.2576687116564417
TBC1D8B	0.3100000000000001	0.17791411042944777
MORC4	0.4200000000000002	0.2453987730061349
RBM41	0.37000000000000016	0.21472392638036802
NUP62CL	0.12999999999999998	0.06748466257668705
FRMPD3	0.3000000000000001	0.1717791411042944
PRPS1	0.6300000000000003	0.3742331288343557
TSC22D3	0.5800000000000003	0.34355828220858886
NCBP2L	0.02	0.0
MID2	0.2700000000000001	0.15337423312883428
VSIG1	0.35000000000000014	0.20245398773006126
PSMD10	0.5700000000000003	0.33742331288343547
ATG4A	0.5500000000000003	0.32515337423312873
COL4A6	0.02	0.0
COL4A5	0.26000000000000006	0.1472392638036809
NXT2	0.49000000000000027	0.28834355828220853
KCNE5	0.13999999999999999	0.07361963190184043
ACSL4	0.6400000000000003	0.3803680981595091
TMEM164	0.5400000000000003	0.3190184049079754
AMMECR1	0.5100000000000002	0.30061349693251527
RTL9	0.02	0.0
CHRDL1	0.4400000000000002	0.2576687116564417
PAK3	0.2900000000000001	0.16564417177914104
CAPN6	0.4300000000000002	0.2515337423312883
SERTM2	0.10999999999999999	0.05521472392638031
ALG13	0.6100000000000003	0.361963190184049
LHFPL1	0.02	0.0
AMOT	0.3300000000000001	0.19018404907975453
LRCH2	0.24000000000000007	0.13496932515337418
PLS3-AS1	0.02	0.0
PLS3	0.5500000000000003	0.32515337423312873
KLHL13	0.16	0.08588957055214719
WDR44	0.5500000000000003	0.32515337423312873
DOCK11	0.6000000000000003	0.3558282208588956
IL13RA1	0.6200000000000003	0.3680981595092024
ZCCHC12	0.21000000000000005	0.11656441717791406
LONRF3	0.08	0.03680981595092021
PGRMC1	0.6000000000000003	0.3558282208588956
SLC25A43	0.47000000000000025	0.2760736196319018
SLC25A5	0.6700000000000004	0.39877300613496924
CXorf56	0.5600000000000003	0.33128834355828213
UBE2A	0.6700000000000004	0.39877300613496924
NKRF	0.5900000000000003	0.34969325153374226
SEPT6	0.6000000000000003	0.3558282208588956
SOWAHD	0.48000000000000026	0.28220858895705514
UPF3B	0.5900000000000003	0.34969325153374226
RNF113A	0.6100000000000003	0.361963190184049
NDUFA1	0.5900000000000003	0.34969325153374226
AKAP14	0.02	0.0
NKAP	0.5900000000000003	0.34969325153374226
RHOXF1-AS1	0.02	0.0
RHOXF1	0.2700000000000001	0.15337423312883428
ZBTB33	0.5700000000000003	0.33742331288343547
TMEM255A	0.35000000000000014	0.20245398773006126
LAMP2	0.6200000000000003	0.3680981595092024
CUL4B	0.6200000000000003	0.3680981595092024
MCTS1	0.6400000000000003	0.3803680981595091
C1GALT1C1	0.5400000000000003	0.3190184049079754
GLUD2	0.02	0.0
AL359851.1	0.02	0.0
GRIA3	0.22000000000000006	0.12269938650306743
THOC2	0.6300000000000003	0.3742331288343557
XIAP	0.6200000000000003	0.3680981595092024
AL121601.1	0.37000000000000016	0.21472392638036802
STAG2	0.6400000000000003	0.3803680981595091
SH2D1A	0.6300000000000003	0.3742331288343557
TEX13D	0.02	0.0
TENM1	0.17	0.09202453987730055
DCAF12L2	0.02	0.0
SMARCA1	0.47000000000000025	0.2760736196319018
OCRL	0.48000000000000026	0.28220858895705514
APLN	0.02	0.0
XPNPEP2	0.09999999999999999	0.049079754601226946
SASH3	0.6600000000000004	0.39263803680981585
ZDHHC9	0.45000000000000023	0.263803680981595
UTP14A	0.5800000000000003	0.34355828220858886
BCORL1	0.4000000000000002	0.23312883435582815
ELF4	0.6100000000000003	0.361963190184049
AIFM1	0.6000000000000003	0.3558282208588956
RAB33A	0.49000000000000027	0.28834355828220853
ZNF280C	0.4400000000000002	0.2576687116564417
SLC25A14	0.5000000000000002	0.2944785276073619
RBMX2	0.5600000000000003	0.33128834355828213
ENOX2	0.5000000000000002	0.2944785276073619
IGSF1	0.02	0.0
FIRRE	0.20000000000000004	0.11042944785276068
STK26	0.6100000000000003	0.361963190184049
RAP2C	0.6200000000000003	0.3680981595092024
RAP2C-AS1	0.13999999999999999	0.07361963190184043
MBNL3	0.5900000000000003	0.34969325153374226
HS6ST2	0.11999999999999998	0.06134969325153368
HS6ST2-AS1	0.02	0.0
GPC4	0.4100000000000002	0.23926380368098152
GPC3	0.19000000000000003	0.10429447852760731
CCDC160	0.08	0.03680981595092021
PHF6	0.6400000000000003	0.3803680981595091
HPRT1	0.6100000000000003	0.361963190184049
MIR503HG	0.3300000000000001	0.19018404907975453
PLAC1	0.02	0.0
FAM122B	0.6400000000000003	0.3803680981595091
FAM122C	0.4200000000000002	0.2453987730061349
MOSPD1	0.48000000000000026	0.28220858895705514
SMIM10	0.3200000000000001	0.18404907975460116
RTL8B	0.38000000000000017	0.2208588957055214
RTL8C	0.6500000000000004	0.3865030674846625
RTL8A	0.5500000000000003	0.32515337423312873
SMIM10L2B-AS1	0.02	0.0
SMIM10L2B	0.10999999999999999	0.05521472392638031
CT55	0.02	0.0
ZNF75D	0.5600000000000003	0.33128834355828213
ZNF449	0.4400000000000002	0.2576687116564417
SMIM10L2A	0.20000000000000004	0.11042944785276068
INTS6L-AS1	0.02	0.0
INTS6L	0.6200000000000003	0.3680981595092024
SAGE1	0.02	0.0
MMGT1	0.5600000000000003	0.33128834355828213
SLC9A6	0.5400000000000003	0.3190184049079754
FHL1	0.5700000000000003	0.33742331288343547
MAP7D3	0.5300000000000002	0.312883435582822
HTATSF1	0.6300000000000003	0.3742331288343557
CD40LG	0.5900000000000003	0.34969325153374226
ARHGEF6	0.6000000000000003	0.3558282208588956
AL683813.1	0.02	0.0
RBMX	0.6400000000000003	0.3803680981595091
FGF13	0.4100000000000002	0.23926380368098152
MCF2	0.19000000000000003	0.10429447852760731
ATP11C	0.6200000000000003	0.3680981595092024
SOX3	0.02	0.0
AL078639.1	0.02	0.0
LDOC1	0.5000000000000002	0.2944785276073619
SPANXA2-OT1	0.02	0.0
SLITRK4	0.02	0.0
SLITRK2	0.2900000000000001	0.16564417177914104
FMR1	0.6300000000000003	0.3742331288343557
FMR1NB	0.02	0.0
AFF2	0.4100000000000002	0.23926380368098152
IDS	0.6400000000000003	0.3803680981595091
AC244197.3	0.02	0.0
AC244197.2	0.19000000000000003	0.10429447852760731
LINC00893	0.4100000000000002	0.23926380368098152
CXorf40A	0.4400000000000002	0.2576687116564417
TMEM185A	0.5700000000000003	0.33742331288343547
CXorf40B	0.5000000000000002	0.2944785276073619
LINC00894	0.3200000000000001	0.18404907975460116
MAMLD1	0.38000000000000017	0.2208588957055214
CD99L2	0.5600000000000003	0.33128834355828213
HMGB3	0.6600000000000004	0.39263803680981585
KC877982.1	0.02	0.0
VMA21	0.6300000000000003	0.3742331288343557
BX546450.2	0.02	0.0
GABRE	0.4400000000000002	0.2576687116564417
GABRA3	0.02	0.0
GABRQ	0.02	0.0
CSAG1	0.18000000000000002	0.09815950920245393
MAGEA12	0.02	0.0
CSAG3	0.02	0.0
CETN2	0.5200000000000002	0.3067484662576686
NSDHL	0.5300000000000002	0.312883435582822
ZNF185	0.4300000000000002	0.2515337423312883
PNMA5	0.3100000000000001	0.17791411042944777
PNMA3	0.48000000000000026	0.28220858895705514
PNMA6A	0.16	0.08588957055214719
ZNF275	0.5900000000000003	0.34969325153374226
ZFP92	0.2700000000000001	0.15337423312883428
TREX2	0.10999999999999999	0.05521472392638031
HAUS7	0.5400000000000003	0.3190184049079754
BGN	0.5800000000000003	0.34355828220858886
CCNQ	0.6100000000000003	0.361963190184049
DUSP9	0.02	0.0
PNCK	0.02	0.0
SLC6A8	0.2900000000000001	0.16564417177914104
BCAP31	0.6200000000000003	0.3680981595092024
ABCD1	0.5600000000000003	0.33128834355828213
SRPK3	0.02	0.0
IDH3G	0.6500000000000004	0.3865030674846625
SSR4	0.6600000000000004	0.39263803680981585
PDZD4	0.4100000000000002	0.23926380368098152
L1CAM	0.4200000000000002	0.2453987730061349
AVPR2	0.23000000000000007	0.1288343558282208
ARHGAP4	0.5900000000000003	0.34969325153374226
NAA10	0.6100000000000003	0.361963190184049
RENBP	0.25000000000000006	0.14110429447852754
HCFC1	0.6700000000000004	0.39877300613496924
HCFC1-AS1	0.11999999999999998	0.06134969325153368
TMEM187	0.5300000000000002	0.312883435582822
IRAK1	0.6100000000000003	0.361963190184049
MECP2	0.6100000000000003	0.361963190184049
TEX28	0.02	0.0
TKTL1	0.22000000000000006	0.12269938650306743
AC245140.1	0.15	0.07975460122699381
FLNA	0.5700000000000003	0.33742331288343547
EMD	0.6100000000000003	0.361963190184049
AC245140.2	0.15	0.07975460122699381
DNASE1L1	0.5800000000000003	0.34355828220858886
TAZ	0.6300000000000003	0.3742331288343557
AC244090.1	0.45000000000000023	0.263803680981595
ATP6AP1	0.6300000000000003	0.3742331288343557
GDI1	0.6500000000000004	0.3865030674846625
FAM50A	0.6400000000000003	0.3803680981595091
PLXNA3	0.5700000000000003	0.33742331288343547
LAGE3	0.6200000000000003	0.3680981595092024
UBL4A	0.5700000000000003	0.33742331288343547
SLC10A3	0.5600000000000003	0.33128834355828213
FAM3A	0.6000000000000003	0.3558282208588956
G6PD	0.5900000000000003	0.34969325153374226
IKBKG	0.6500000000000004	0.3865030674846625
GAB3	0.5600000000000003	0.33128834355828213
DKC1	0.6200000000000003	0.3680981595092024
MPP1	0.6200000000000003	0.3680981595092024
F8	0.45000000000000023	0.263803680981595
H2AFB1	0.02	0.0
F8A1	0.5300000000000002	0.312883435582822
FUNDC2	0.6400000000000003	0.3803680981595091
CMC4	0.16	0.08588957055214719
BRCC3	0.5500000000000003	0.32515337423312873
VBP1	0.6900000000000004	0.411042944785276
RAB39B	0.46000000000000024	0.2699386503067484
CLIC2	0.6100000000000003	0.361963190184049
AC234781.1	0.02	0.0
F8A3	0.26000000000000006	0.1472392638036809
H2AFB3	0.02	0.0
TMLHE	0.4300000000000002	0.2515337423312883
SPRY3	0.20000000000000004	0.11042944785276068
VAMP7	0.5900000000000003	0.34969325153374226
IL9R	0.36000000000000015	0.20858895705521466
ZNF596	0.36000000000000015	0.20858895705521466
AC004908.1	0.02	0.0
AC004908.3	0.3900000000000002	0.22699386503067479
FAM87A	0.02	0.0
FBXO25	0.5700000000000003	0.33742331288343547
AC083964.1	0.22000000000000006	0.12269938650306743
TDRP	0.49000000000000027	0.28834355828220853
ERICH1	0.6200000000000003	0.3680981595092024
DLGAP2	0.18000000000000002	0.09815950920245393
AC129915.3	0.02	0.0
AF067845.1	0.02	0.0
AF067845.5	0.02	0.0
CLN8	0.5700000000000003	0.33742331288343547
AC100810.3	0.02	0.0
AC100810.1	0.5300000000000002	0.312883435582822
ARHGEF10	0.4300000000000002	0.2515337423312883
KBTBD11-OT1	0.02	0.0
KBTBD11	0.46000000000000024	0.2699386503067484
MYOM2	0.35000000000000014	0.20245398773006126
AC245187.2	0.02	0.0
AC246817.2	0.12999999999999998	0.06748466257668705
CSMD1	0.02	0.0
AC016065.1	0.47000000000000025	0.2760736196319018
MCPH1	0.5400000000000003	0.3190184049079754
ANGPT2	0.4300000000000002	0.2515337423312883
AF287957.1	0.02	0.0
MCPH1-AS1	0.02	0.0
AGPAT5	0.5800000000000003	0.34355828220858886
XKR5	0.02	0.0
AF233439.1	0.02	0.0
DEFB1	0.09999999999999999	0.049079754601226946
DEFA4	0.03	0.006134969325153368
DEFA3	0.15	0.07975460122699381
FAM66B	0.02	0.0
PRAG1	0.6100000000000003	0.361963190184049
AC103957.2	0.02	0.0
CLDN23	0.22000000000000006	0.12269938650306743
MFHAS1	0.6000000000000003	0.3558282208588956
ERI1	0.5500000000000003	0.32515337423312873
PPP1R3B	0.48000000000000026	0.28220858895705514
AC022784.7	0.02	0.0
AC022784.3	0.07	0.03067484662576685
AC022784.8	0.02	0.0
AC022784.1	0.02	0.0
AC021242.3	0.12999999999999998	0.06748466257668705
TNKS	0.6200000000000003	0.3680981595092024
LINC00599	0.02	0.0
AC034111.1	0.02	0.0
MSRA	0.5200000000000002	0.3067484662576686
AC104964.1	0.02	0.0
AC104964.4	0.2900000000000001	0.16564417177914104
PRSS55	0.02	0.0
SOX7	0.4000000000000002	0.23312883435582815
AC011008.1	0.02	0.0
XKR6	0.5200000000000002	0.3067484662576686
AF131215.7	0.26000000000000006	0.1472392638036809
AF131216.4	0.08	0.03680981595092021
SLC35G5	0.04	0.01226993865030674
AF131216.3	0.02	0.0
FAM167A-AS1	0.02	0.0
FAM167A	0.5000000000000002	0.2944785276073619
AF131216.5	0.09999999999999999	0.049079754601226946
BLK	0.7500000000000004	0.44785276073619623
AC022239.1	0.4400000000000002	0.2576687116564417
GATA4	0.17	0.09202453987730055
NEIL2	0.5800000000000003	0.34355828220858886
FDFT1	0.7100000000000004	0.42331288343558277
AC069185.1	0.02	0.0
CTSB	0.6300000000000003	0.3742331288343557
FAM66D	0.02	0.0
FAM86B1	0.2700000000000001	0.15337423312883428
AC145124.1	0.02	0.0
FAM66A	0.02	0.0
AC087203.3	0.08	0.03680981595092021
FAM86B2	0.02	0.0
AC130352.1	0.02	0.0
LONRF1	0.5600000000000003	0.33128834355828213
TRMT9B	0.2700000000000001	0.15337423312883428
DLC1	0.6200000000000003	0.3680981595092024
C8orf48	0.04	0.01226993865030674
TUSC3	0.46000000000000024	0.2699386503067484
MSR1	0.2900000000000001	0.16564417177914104
FGF20	0.04	0.01226993865030674
MICU3	0.4400000000000002	0.2576687116564417
AC079193.2	0.02	0.0
ZDHHC2	0.6000000000000003	0.3558282208588956
CNOT7	0.6400000000000003	0.3803680981595091
VPS37A	0.5500000000000003	0.32515337423312873
SLC7A2	0.5100000000000002	0.30061349693251527
PDGFRL	0.10999999999999999	0.05521472392638031
FGL1	0.02	0.0
PCM1	0.6500000000000004	0.3865030674846625
ASAH1	0.6800000000000004	0.40490797546012264
AC124242.1	0.02	0.0
NAT1	0.4300000000000002	0.2515337423312883
NAT2	0.02	0.0
PSD3	0.48000000000000026	0.28220858895705514
AC100800.1	0.02	0.0
SH2D4A	0.15	0.07975460122699381
CSGALNACT1	0.5700000000000003	0.33742331288343547
INTS10	0.6200000000000003	0.3680981595092024
LPL	0.6400000000000003	0.3803680981595091
SLC18A1	0.02	0.0
ATP6V1B2	0.6400000000000003	0.3803680981595091
LZTS1	0.3300000000000001	0.19018404907975453
AC015468.3	0.02	0.0
GFRA2	0.4100000000000002	0.23926380368098152
DOK2	0.6400000000000003	0.3803680981595091
XPO7	0.5900000000000003	0.34969325153374226
NPM2	0.12999999999999998	0.06748466257668705
FGF17	0.04	0.01226993865030674
DMTN	0.4200000000000002	0.2453987730061349
FAM160B2	0.6300000000000003	0.3742331288343557
NUDT18	0.5000000000000002	0.2944785276073619
HR	0.3000000000000001	0.1717791411042944
REEP4	0.6200000000000003	0.3680981595092024
BMP1	0.48000000000000026	0.28220858895705514
PHYHIP	0.060000000000000005	0.024539877300613484
POLR3D	0.5600000000000003	0.33128834355828213
PIWIL2	0.09999999999999999	0.049079754601226946
SLC39A14	0.5600000000000003	0.33128834355828213
PPP3CC	0.6500000000000004	0.3865030674846625
AC037459.2	0.20000000000000004	0.11042944785276068
SORBS3	0.6300000000000003	0.3742331288343557
PDLIM2	0.6500000000000004	0.3865030674846625
C8orf58	0.5100000000000002	0.30061349693251527
CCAR2	0.6500000000000004	0.3865030674846625
AC037459.3	0.02	0.0
BIN3	0.6000000000000003	0.3558282208588956
EGR3	0.6900000000000004	0.411042944785276
PEBP4	0.19000000000000003	0.10429447852760731
AC107959.1	0.26000000000000006	0.1472392638036809
RHOBTB2	0.6400000000000003	0.3803680981595091
TNFRSF10B	0.6100000000000003	0.361963190184049
AC107959.4	0.02	0.0
TNFRSF10C	0.23000000000000007	0.1288343558282208
TNFRSF10D	0.49000000000000027	0.28834355828220853
TNFRSF10A-AS1	0.02	0.0
TNFRSF10A	0.5300000000000002	0.312883435582822
AC100861.2	0.23000000000000007	0.1288343558282208
CHMP7	0.6300000000000003	0.3742331288343557
R3HCC1	0.5700000000000003	0.33742331288343547
LOXL2	0.5200000000000002	0.3067484662576686
ENTPD4	0.6500000000000004	0.3865030674846625
SLC25A37	0.6100000000000003	0.361963190184049
NKX3-1	0.3100000000000001	0.17791411042944777
STC1	0.3200000000000001	0.18404907975460116
AC023202.1	0.02	0.0
ADAM28	0.7000000000000004	0.41717791411042937
AC120193.1	0.02	0.0
ADAMDEC1	0.6400000000000003	0.3803680981595091
AF106564.1	0.11999999999999998	0.06134969325153368
NEFM	0.02	0.0
NEFL	0.10999999999999999	0.05521472392638031
DOCK5	0.4300000000000002	0.2515337423312883
GNRH1	0.4300000000000002	0.2515337423312883
KCTD9	0.5500000000000003	0.32515337423312873
CDCA2	0.48000000000000026	0.28220858895705514
EBF2	0.09999999999999999	0.049079754601226946
PPP2R2A	0.5900000000000003	0.34969325153374226
BNIP3L	0.6400000000000003	0.3803680981595091
PNMA2	0.09999999999999999	0.049079754601226946
DPYSL2	0.7100000000000004	0.42331288343558277
ADRA1A	0.02	0.0
STMN4	0.02	0.0
TRIM35	0.5100000000000002	0.30061349693251527
PTK2B	0.6100000000000003	0.361963190184049
EPHX2	0.6600000000000004	0.39263803680981585
CLU	0.8300000000000005	0.4969325153374232
SCARA3	0.6000000000000003	0.3558282208588956
CCDC25	0.5800000000000003	0.34355828220858886
AC013643.2	0.02	0.0
ESCO2	0.4400000000000002	0.2576687116564417
PBK	0.5500000000000003	0.32515337423312873
SCARA5	0.34000000000000014	0.1963190184049079
NUGGC	0.5700000000000003	0.33742331288343547
ELP3	0.6000000000000003	0.3558282208588956
AC021678.2	0.02	0.0
PNOC	0.6400000000000003	0.3803680981595091
ZNF395	0.6100000000000003	0.361963190184049
FBXO16	0.2900000000000001	0.16564417177914104
FZD3	0.47000000000000025	0.2760736196319018
EXTL3	0.5400000000000003	0.3190184049079754
EXTL3-AS1	0.16	0.08588957055214719
INTS9	0.5400000000000003	0.3190184049079754
HMBOX1	0.5300000000000002	0.312883435582822
KIF13B	0.5700000000000003	0.33742331288343547
AC108449.3	0.02	0.0
DUSP4	0.5800000000000003	0.34355828220858886
LINC00589	0.02	0.0
LINC02099	0.2700000000000001	0.15337423312883428
AC131254.1	0.02	0.0
SARAF	0.6400000000000003	0.3803680981595091
AC044849.1	0.38000000000000017	0.2208588957055214
LEPROTL1	0.6700000000000004	0.39877300613496924
MBOAT4	0.02	0.0
AC026979.2	0.5700000000000003	0.33742331288343547
DCTN6	0.6100000000000003	0.361963190184049
AC026979.3	0.24000000000000007	0.13496932515337418
RBPMS-AS1	0.2800000000000001	0.15950920245398764
RBPMS	0.6200000000000003	0.3680981595092024
GTF2E2	0.6200000000000003	0.3680981595092024
GSR	0.6000000000000003	0.3558282208588956
UBXN8	0.4400000000000002	0.2576687116564417
PPP2CB	0.6300000000000003	0.3742331288343557
