	melanoma.tsv	average
IGIP	0.46000000000000035	0.29302623160589786
GANC	0.33900000000000025	0.2156110044785755
ALDH7A1	0.5210000000000004	0.3320537428023166
RMND5B	0.35500000000000026	0.2258477287268165
VPS16	0.46900000000000036	0.29878438899553345
KLKB1	0.18000000000000013	0.11388355726168083
SERTAD2	0.6750000000000005	0.43058221369163596
NOP2	0.46100000000000035	0.29366602687141297
TIRAP	0.2660000000000002	0.16890595009597606
ISG20L2	0.44000000000000034	0.2802303262955967
CCNB1	0.46800000000000036	0.2981445937300184
ELAVL1	0.5310000000000004	0.33845169545746717
OLFML3	0.2950000000000002	0.18746001279591282
CDCA7L	0.3130000000000002	0.1989763275751839
C17orf59	0.3840000000000003	0.24440179142675325
SCAF8	0.33700000000000024	0.21433141394754537
AHCYL2	0.47000000000000036	0.2994241842610485
CSTA	0.2610000000000002	0.16570697376840074
ZNF614	0.4160000000000003	0.2648752399232352
BCS1L	0.33400000000000024	0.21241202815100022
PGAP3	0.2660000000000002	0.16890595009597606
UCHL3	0.36500000000000027	0.23224568138196708
VGLL3	0.4150000000000003	0.26423544465772014
C14orf159	0.4300000000000003	0.27383237364044605
TRAM2-AS1	0.19800000000000015	0.12539987204095193
TSGA10	0.3720000000000003	0.2367242482405725
ITK	0.2720000000000002	0.17274472168906643
TRIB1	0.5420000000000004	0.34548944337813287
IL10RB	0.4930000000000004	0.3141394753678949
ZNF75D	0.36700000000000027	0.2335252719129972
C17orf100	0.21300000000000016	0.13499680102367784
ZNF675	0.2740000000000002	0.17402431222009654
WTIP	0.32800000000000024	0.20857325655790984
SOX12	0.46400000000000036	0.2955854126679581
ALG14	0.3860000000000003	0.24568138195778338
ABCC3	0.3960000000000003	0.25207933461293397
CITED2	0.4820000000000004	0.30710172744722924
GOLGA6L4	0.3060000000000002	0.19449776071657848
NOL12	0.33700000000000024	0.21433141394754537
PIP5K1B	0.23800000000000018	0.15099168266155436
DNAJC27	0.35400000000000026	0.2252079334613014
FAM118A	0.3770000000000003	0.23992322456814782
ABHD16B	0.2570000000000002	0.1631477927063405
ZC3H18	0.5650000000000004	0.36020473448497925
RGCC	0.45000000000000034	0.2866282789507473
JDP2	0.6220000000000004	0.3966730646193377
C16orf45	0.4020000000000003	0.25591810620602434
CPOX	0.5270000000000004	0.3358925143954069
CEP250	0.35000000000000026	0.22264875239924117
GSE1	0.3880000000000003	0.2469609724888135
CTNNBL1	0.3860000000000003	0.24568138195778338
SLC6A6	0.3920000000000003	0.24952015355087373
COQ10B	0.3920000000000003	0.24952015355087373
FUT4	0.32700000000000023	0.2079334612923948
COMMD2	0.4070000000000003	0.25911708253359966
H2AFV	0.5070000000000003	0.32309660908510573
NSMCE1	0.47600000000000037	0.30326295585413887
MBD5	0.43900000000000033	0.2795905310300816
MFSD7	0.3930000000000003	0.2501599488163888
DNASE1L1	0.3130000000000002	0.1989763275751839
UBR4	0.35300000000000026	0.22456813819578636
FCRL5	0.3830000000000003	0.2437619961612382
IRAK1BP1	0.2650000000000002	0.168266154830461
TTC3	0.4130000000000003	0.26295585412669004
NXN	0.35900000000000026	0.22840690978887673
NDRG3	0.44200000000000034	0.2815099168266268
TRMT2B	0.34700000000000025	0.220729366602696
RNF217	0.3910000000000003	0.24888035828535868
NOTCH2	0.33400000000000024	0.21241202815100022
EXTL3	0.45300000000000035	0.28854766474729243
KLHL22	0.4880000000000004	0.31094049904031956
SLC9A8	0.4080000000000003	0.2597568777991147
TTC12	0.35900000000000026	0.22840690978887673
DZIP3	0.3770000000000003	0.23992322456814782
PEX3	0.33100000000000024	0.21049264235445503
TSC22D2	0.5110000000000003	0.32565579014716595
NUP153	0.4080000000000003	0.2597568777991147
PAFAH1B3	0.5020000000000003	0.3198976327575304
PLAGL2	0.36700000000000027	0.2335252719129972
ITPRIP	0.32100000000000023	0.20409468969930442
LINC00176	0.21900000000000017	0.1388355726167682
B3GALT4	0.4110000000000003	0.2616762635956599
STK17B	0.45800000000000035	0.29174664107486775
WDFY2	0.46900000000000036	0.29878438899553345
EXOC3L4	0.35500000000000026	0.2258477287268165
VAC14	0.43300000000000033	0.27575175943699126
MMP23B	0.43600000000000033	0.2776711452335364
NOP10	0.3770000000000003	0.23992322456814782
PSMD9	0.35000000000000026	0.22264875239924117
MIR4435-1HG	0.4110000000000003	0.2616762635956599
FBXO41	0.09900000000000007	0.062060140754960906
RCAN2	0.25000000000000017	0.15866922584773507
VGLL4	0.3880000000000003	0.2469609724888135
CYB561D1	0.4140000000000003	0.2635956493922051
TAF4	0.4230000000000003	0.2693538067818406
DDX18	0.44300000000000034	0.28214971209214185
RSF1	0.3790000000000003	0.24120281509917796
SERINC5	0.4260000000000003	0.27127319257838584
ZNF444	0.4100000000000003	0.2610364683301448
LMNB2	0.4130000000000003	0.26295585412669004
CAMTA2	0.45000000000000034	0.2866282789507473
CREB3L2	0.6430000000000005	0.410108765195154
AGAP5	0.2440000000000002	0.15483045425464473
MIAT	0.43500000000000033	0.27703134996802137
CNTROB	0.4020000000000003	0.25591810620602434
LINC01089	0.43600000000000033	0.2776711452335364
CRNDE	0.5900000000000004	0.3761996161228558
CARNS1	0.35300000000000026	0.22456813819578636
TET2	0.5740000000000004	0.3659628918746148
ANKRD9	0.5320000000000004	0.3390914907229822
C20orf194	0.5280000000000004	0.336532309660922
MIATNB	0.4030000000000003	0.2565579014715394
PGM2L1	0.3710000000000003	0.23608445297505745
FMR1	0.4140000000000003	0.2635956493922051
HACL1	0.3730000000000003	0.23736404350608759
IRF3	0.36800000000000027	0.23416506717851227
ROBO4	0.3820000000000003	0.24312220089572312
ADO	0.34400000000000025	0.2188099808061508
FLT1	0.3160000000000002	0.2008957133717291
UBOX5	0.5420000000000004	0.34548944337813287
TFE3	0.34000000000000025	0.21625079974409056
ATP6V0C	0.2620000000000002	0.16634676903391582
EXD3	0.3810000000000003	0.24248240563020806
PDE4B	0.36300000000000027	0.23096609085093697
NOP58	0.5220000000000004	0.33269353806783164
SRP14-AS1	0.3780000000000003	0.24056301983366288
CRIPAK	0.2630000000000002	0.16698656429943087
LPHN2	0.32900000000000024	0.2092130518234249
TM2D3	0.5590000000000004	0.3563659628918889
NKIRAS2	0.5060000000000003	0.3224568138195906
ZNF721	0.2900000000000002	0.18426103646833752
TIMM8B	0.4160000000000003	0.2648752399232352
LRRC28	0.3990000000000003	0.2539987204094792
UPF3A	0.6200000000000004	0.3953934740883076
LXN	0.4200000000000003	0.26743442098529546
SLC9A3R2	0.4830000000000004	0.3077415227127443
TLE4	0.32500000000000023	0.20665387076136466
RANGAP1	0.44700000000000034	0.2847088931542021
GRPEL1	0.3910000000000003	0.24888035828535868
PIGG	0.4100000000000003	0.2610364683301448
ZNF777	0.46000000000000035	0.29302623160589786
PHACTR2	0.3760000000000003	0.23928342930263277
SAAL1	0.3940000000000003	0.25079974408190386
PPP3CC	0.4140000000000003	0.2635956493922051
KLC1	0.5710000000000004	0.3640435060780696
ST8SIA1	0.44500000000000034	0.28342930262317195
CASC4	0.3990000000000003	0.2539987204094792
MVB12A	0.44400000000000034	0.2827895073576569
GALK1	0.5250000000000004	0.3346129238643768
PNP	0.35100000000000026	0.22328854766475623
TPM2	0.46000000000000035	0.29302623160589786
INTS2	0.3790000000000003	0.24120281509917796
LILRA2	0.2640000000000002	0.16762635956494593
PCBP3	0.36300000000000027	0.23096609085093697
PCF11	0.4260000000000003	0.27127319257838584
MAP2	0.5200000000000004	0.3314139475368015
RANBP10	0.47800000000000037	0.304542546385169
CRYBG3	0.2430000000000002	0.15419065898912968
ORMDL3	0.44900000000000034	0.2859884836852322
IL17RA	0.3160000000000002	0.2008957133717291
KIFC3	0.5920000000000004	0.3774792066538859
ZNF263	0.4960000000000004	0.3160588611644401
CYYR1	0.3140000000000002	0.199616122840699
KIAA1468	0.32700000000000023	0.2079334612923948
FNTA	0.5420000000000004	0.34548944337813287
OAS1	0.46800000000000036	0.2981445937300184
GYS1	0.4090000000000003	0.26039667306462977
NFKBIL1	0.3070000000000002	0.19513755598209356
XYLT2	0.5730000000000004	0.36532309660909973
CYCS	0.3900000000000003	0.24824056301984362
PLCB2	0.4910000000000004	0.3128598848368648
USB1	0.3750000000000003	0.2386436340371177
DPF3	0.2410000000000002	0.15291106845809954
NUDT1	0.4310000000000003	0.2744721689059611
TBC1D15	0.5000000000000003	0.3186180422265003
RSAD1	0.4830000000000004	0.3077415227127443
ZNF141	0.32500000000000023	0.20665387076136466
NR1H2	0.4260000000000003	0.27127319257838584
PYGM	0.2460000000000002	0.15611004478567486
AC011043.1	0.46700000000000036	0.2975047984645033
DAAM1	0.6230000000000004	0.39731285988485276
EVA1A	0.4930000000000004	0.3141394753678949
FAM13B	0.36300000000000027	0.23096609085093697
ZNF300	0.22800000000000017	0.14459373000640377
GART	0.5400000000000004	0.3442098528471027
FAM134C	0.5180000000000003	0.3301343570057714
RFXANK	0.3090000000000002	0.19641714651312367
DCAF11	0.5290000000000004	0.33717210492643707
KCNC3	0.22400000000000017	0.1420345489443435
STK38	0.3710000000000003	0.23608445297505745
PPIH	0.4040000000000003	0.25719769673705445
DNAJC1	0.3700000000000003	0.2354446577095424
IPO11	0.3920000000000003	0.24952015355087373
PLA2G5	0.33200000000000024	0.21113243761997008
AMMECR1	0.2950000000000002	0.18746001279591282
TM9SF4	0.5770000000000004	0.36788227767116
HPS3	0.36800000000000027	0.23416506717851227
TFAM	0.46200000000000035	0.294305822136928
S1PR2	0.47900000000000037	0.30518234165068403
GATAD2B	0.44400000000000034	0.2827895073576569
SLC3A2	0.7110000000000005	0.45361484325017815
UBAP1	0.3840000000000003	0.24440179142675325
MRPS2	0.46300000000000036	0.29494561740244307
FAM73A	0.46000000000000035	0.29302623160589786
MRVI1	0.4090000000000003	0.26039667306462977
ASCC3	0.36600000000000027	0.23288547664748216
MFN2	0.3960000000000003	0.25207933461293397
BMP1	0.5910000000000004	0.37683941138837085
HUS1	0.3770000000000003	0.23992322456814782
MRPL40	0.4230000000000003	0.2693538067818406
SYF2	0.4130000000000003	0.26295585412669004
PSRC1	0.35800000000000026	0.22776711452336165
TMEM222	0.3900000000000003	0.24824056301984362
CCDC84	0.4880000000000004	0.31094049904031956
ADPRM	0.3160000000000002	0.2008957133717291
ACCS	0.34300000000000025	0.21817018554063575
SGSM2	0.46900000000000036	0.29878438899553345
STARD9	0.2790000000000002	0.17722328854767186
TAPT1	0.4300000000000003	0.27383237364044605
TGIF2	0.4020000000000003	0.25591810620602434
KIF21B	0.4040000000000003	0.25719769673705445
TOX4	0.3830000000000003	0.2437619961612382
SDHD	0.46600000000000036	0.29686500319898823
GGA3	0.47500000000000037	0.3026231605886238
DUS3L	0.2760000000000002	0.17530390275112667
RAC3	0.5080000000000003	0.3237364043506208
CERS4	0.4940000000000004	0.31477927063340994
RYBP	0.46300000000000036	0.29494561740244307
MST1	0.4030000000000003	0.2565579014715394
DTWD1	0.44100000000000034	0.28087012156111174
GHDC	0.34400000000000025	0.2188099808061508
PIP5K1A	0.5030000000000003	0.32053742802304547
SNX20	0.2620000000000002	0.16634676903391582
FAM124B	0.21200000000000016	0.13435700575816278
MX1	0.3110000000000002	0.1976967370441538
LRCH1	0.47100000000000036	0.30006397952656355
MUS81	0.45500000000000035	0.2898272552783226
ANKRD13A	0.4220000000000003	0.26871401151632557
JOSD1	0.4180000000000003	0.2661548304542653
THEMIS2	0.2590000000000002	0.16442738323737063
RABGGTA	0.3730000000000003	0.23736404350608759
TTC38	0.36000000000000026	0.22904670505439179
MYBPC2	0.3100000000000002	0.19705694177863875
EDNRA	0.4130000000000003	0.26295585412669004
PPP2CB	0.4850000000000004	0.3090211132437744
STAMBPL1	0.4910000000000004	0.3128598848368648
MRPS33	0.3980000000000003	0.2533589251439641
SDPR	0.45500000000000035	0.2898272552783226
PEX5	0.4220000000000003	0.26871401151632557
CAMKK2	0.3710000000000003	0.23608445297505745
RRP1B	0.4100000000000003	0.2610364683301448
CTD-2302E22.6	0.2410000000000002	0.15291106845809954
PRPS2	0.35500000000000026	0.2258477287268165
TMEM50A	0.4830000000000004	0.3077415227127443
PTEN	0.5670000000000004	0.36148432501600936
TMEM191C	0.2890000000000002	0.18362124120282247
CDK10	0.4970000000000004	0.31669865642995515
HECTD1	0.4260000000000003	0.27127319257838584
ALDH2	0.35000000000000026	0.22264875239924117
NAGS	0.21400000000000016	0.13563659628919292
APOO	0.4180000000000003	0.2661548304542653
ARHGEF28	0.4310000000000003	0.2744721689059611
NBPF15	0.4120000000000003	0.262316058861175
PARP9	0.3910000000000003	0.24888035828535868
SLC9A1	0.2710000000000002	0.17210492642355135
ZNF641	0.36600000000000027	0.23288547664748216
LNPEP	0.6100000000000004	0.38899552143315697
VAPB	0.3920000000000003	0.24952015355087373
NEDD4	0.5530000000000004	0.3525271912987985
PLEKHM1	0.47000000000000036	0.2994241842610485
GRIK1	0.19900000000000015	0.12603966730646698
RAI14	0.7320000000000005	0.4670505438259944
SNX8	0.4170000000000003	0.26551503518875025
NDUFS3	0.3850000000000003	0.2450415866922683
NFKBIE	0.4100000000000003	0.2610364683301448
ACSF3	0.2860000000000002	0.18170185540627729
JAK2	0.4210000000000003	0.2680742162508105
CKAP2	0.5150000000000003	0.3282149712092262
ENPP1	0.32600000000000023	0.2072936660268797
TXNRD2	0.5020000000000003	0.3198976327575304
FLNB	0.45300000000000035	0.28854766474729243
UROS	0.5430000000000004	0.3461292386436479
TEX2	0.47800000000000037	0.304542546385169
PARP8	0.2570000000000002	0.1631477927063405
SYNE3	0.3870000000000003	0.24632117722329844
ITIH5	0.2760000000000002	0.17530390275112667
FUK	0.44900000000000034	0.2859884836852322
ZMYM6	0.3790000000000003	0.24120281509917796
SAFB2	0.4070000000000003	0.25911708253359966
UBE2J2	0.3910000000000003	0.24888035828535868
PHF11	0.36900000000000027	0.23480486244402735
ZNF197	0.4300000000000003	0.27383237364044605
EYA3	0.4220000000000003	0.26871401151632557
CXCR6	0.36400000000000027	0.23160588611645203
HSDL1	0.48100000000000037	0.30646193218171414
PRMT5	0.6450000000000005	0.4113883557261841
SLC30A1	0.4300000000000003	0.27383237364044605
RAPGEF4	0.4820000000000004	0.30710172744722924
PRAF2	0.3870000000000003	0.24632117722329844
C2orf42	0.5440000000000004	0.34676903390916297
COL9A2	0.33600000000000024	0.21369161868203032
ADNP	0.4130000000000003	0.26295585412669004
ZCCHC10	0.4910000000000004	0.3128598848368648
LASP1	0.47100000000000036	0.30006397952656355
FKBP8	0.44700000000000034	0.2847088931542021
DCLK1	0.5570000000000004	0.35508637236085877
HSPG2	0.10600000000000008	0.06653870761356633
EPHA3	0.36300000000000027	0.23096609085093697
ZMIZ1	0.45900000000000035	0.2923864363403828
GUCY1A3	0.35100000000000026	0.22328854766475623
RAP1GDS1	0.4040000000000003	0.25719769673705445
LAMTOR3	0.44100000000000034	0.28087012156111174
ACVR1B	0.32500000000000023	0.20665387076136466
SMAD4	0.5480000000000004	0.34932821497122324
ANAPC11	0.45300000000000035	0.28854766474729243
CHST15	0.3050000000000002	0.19385796545106343
C1orf123	0.4100000000000003	0.2610364683301448
COL15A1	0.4290000000000003	0.273192578374931
GPRIN3	0.5230000000000004	0.3333333333333467
PTGS2	0.3000000000000002	0.19065898912348814
RASGRP3	0.46200000000000035	0.294305822136928
CARD10	0.2930000000000002	0.1861804222648827
ACP1	0.4030000000000003	0.2565579014715394
TRAFD1	0.3870000000000003	0.24632117722329844
PWWP2A	0.2980000000000002	0.189379398592458
MRPL33	0.3830000000000003	0.2437619961612382
CHD7	0.36600000000000027	0.23288547664748216
SPIN2A	0.3810000000000003	0.24248240563020806
ZNF324	0.3840000000000003	0.24440179142675325
TM9SF2	0.45300000000000035	0.28854766474729243
VPS54	0.4220000000000003	0.26871401151632557
CNN1	0.34400000000000025	0.2188099808061508
KMT2E	0.5560000000000004	0.3544465770953437
RABL3	0.35200000000000026	0.2239283429302713
ARHGEF40	0.4290000000000003	0.273192578374931
FCGR1A	0.46000000000000035	0.29302623160589786
GRSF1	0.4960000000000004	0.3160588611644401
C9orf40	0.2660000000000002	0.16890595009597606
SMIM11.1	0.34000000000000025	0.21625079974409056
LRRFIP2	0.3820000000000003	0.24312220089572312
URM1	0.4090000000000003	0.26039667306462977
SLC39A10	0.3720000000000003	0.2367242482405725
DNASE1	0.4300000000000003	0.27383237364044605
RBBP8	0.5500000000000004	0.35060780550225334
FAM220A	0.48000000000000037	0.3058221369161991
ZSCAN26	0.4280000000000003	0.27255278310941594
CXXC5	0.44200000000000034	0.2815099168266268
ZDHHC9	0.4230000000000003	0.2693538067818406
CCDC14	0.5020000000000003	0.3198976327575304
HSPA4L	0.5350000000000004	0.34101087651952744
GORASP1	0.44600000000000034	0.284069097888687
SETD7	0.36300000000000027	0.23096609085093697
PMPCA	0.45700000000000035	0.2911068458093527
CCDC109B	0.4110000000000003	0.2616762635956599
CRLF1	0.4210000000000003	0.2680742162508105
DPM2	0.3960000000000003	0.25207933461293397
TMEM254	0.4230000000000003	0.2693538067818406
AVPR2	0.4070000000000003	0.25911708253359966
CCDC23	0.4910000000000004	0.3128598848368648
COPZ2	0.3760000000000003	0.23928342930263277
RARRES1	0.4110000000000003	0.2616762635956599
KLRB1	0.35000000000000026	0.22264875239924117
ZNF37A	0.43800000000000033	0.2789507357645665
NOMO1	0.44400000000000034	0.2827895073576569
PRDX6	0.5200000000000004	0.3314139475368015
SRSF8	0.4280000000000003	0.27255278310941594
CHAMP1	0.46300000000000036	0.29494561740244307
C2CD5	0.34000000000000025	0.21625079974409056
COL5A3	0.2790000000000002	0.17722328854767186
ZDHHC16	0.3930000000000003	0.2501599488163888
TRAF4	0.5120000000000003	0.326295585412681
PRPS1	0.3130000000000002	0.1989763275751839
WDR13	0.44400000000000034	0.2827895073576569
SMO	0.2830000000000002	0.1797824696097321
EPHB4	0.46900000000000036	0.29878438899553345
PHF23	0.36100000000000027	0.22968650031990684
FRMD4B	0.5690000000000004	0.3627639155470395
AKIRIN1	0.32900000000000024	0.2092130518234249
PRR14	0.4160000000000003	0.2648752399232352
UBAP2	0.3840000000000003	0.24440179142675325
CREBL2	0.47500000000000037	0.3026231605886238
HNRNPLL	0.4040000000000003	0.25719769673705445
PLSCR1	0.45600000000000035	0.29046705054383765
ARHGAP21	0.45700000000000035	0.2911068458093527
PIN4	0.46700000000000036	0.2975047984645033
ESRRA	0.35600000000000026	0.22648752399233155
SIRT3	0.46400000000000036	0.2955854126679581
VPS37C	0.35700000000000026	0.2271273192578466
DDX24	0.4140000000000003	0.2635956493922051
PIGK	0.4150000000000003	0.26423544465772014
NUDT21	0.5690000000000004	0.3627639155470395
EPSTI1	0.32300000000000023	0.20537428023033452
SLFN11	0.4280000000000003	0.27255278310941594
HRAS	0.4140000000000003	0.2635956493922051
HSPA4	0.45800000000000035	0.29174664107486775
MPLKIP	0.34300000000000025	0.21817018554063575
DCTN4	0.45300000000000035	0.28854766474729243
C3orf14	0.10600000000000008	0.06653870761356633
PKD2	0.43500000000000033	0.27703134996802137
C3orf62	0.35700000000000026	0.2271273192578466
ITGA4	0.2880000000000002	0.1829814459373074
IFI44	0.4130000000000003	0.26295585412669004
KANK2	0.4880000000000004	0.31094049904031956
PPP1CB	0.44500000000000034	0.28342930262317195
ADM	0.3960000000000003	0.25207933461293397
CCDC3	0.5160000000000003	0.32885476647474127
NUP37	0.3870000000000003	0.24632117722329844
BASP1	0.4220000000000003	0.26871401151632557
TRNP1	0.45500000000000035	0.2898272552783226
RNF122	0.33100000000000024	0.21049264235445503
SACS	0.4210000000000003	0.2680742162508105
COA7	0.5200000000000004	0.3314139475368015
TRUB2	0.5750000000000004	0.36660268714012983
PDLIM7	0.43300000000000033	0.27575175943699126
EPB41L4A-AS1	0.5280000000000004	0.336532309660922
VPS35	0.47100000000000036	0.30006397952656355
CFH	0.5660000000000004	0.3608445297504943
LZTR1	0.33600000000000024	0.21369161868203032
FAM133B	0.43400000000000033	0.2763915547025063
TBC1D14	0.5110000000000003	0.32565579014716595
ADAM28	0.25100000000000017	0.15930902111325015
TBCK	0.4250000000000003	0.2706333973128707
CBR4	0.5040000000000003	0.3211772232885605
NPY1R	0.23200000000000018	0.147152911068464
STK26	0.43300000000000033	0.27575175943699126
LRPPRC	0.5270000000000004	0.3358925143954069
PYROXD2	0.8430000000000006	0.5380678182981662
SERF1B	0.5420000000000004	0.34548944337813287
GATAD2A	0.5080000000000003	0.3237364043506208
SERPINA1	0.45400000000000035	0.28918746001280754
ALKBH4	0.33200000000000024	0.21113243761997008
BACH1	0.4160000000000003	0.2648752399232352
BIRC5	0.5610000000000004	0.357645553422919
MET	0.4260000000000003	0.27127319257838584
ZNF383	0.3090000000000002	0.19641714651312367
ALMS1	0.3960000000000003	0.25207933461293397
MICU2	0.33900000000000025	0.2156110044785755
TFF3	0.22400000000000017	0.1420345489443435
KIAA0226	0.36700000000000027	0.2335252719129972
CRIM1	0.5020000000000003	0.3198976327575304
UBA6	0.43600000000000033	0.2776711452335364
SLC35F5	0.5470000000000004	0.34868841970570813
MAP3K5	0.34300000000000025	0.21817018554063575
CEP55	0.3010000000000002	0.1912987843890032
SPIN1	0.4070000000000003	0.25911708253359966
AMDHD2	0.43700000000000033	0.2783109404990515
ZNF473	0.4060000000000003	0.2584772872680846
ZBTB14	0.3740000000000003	0.23800383877160264
ERICH1	0.3830000000000003	0.2437619961612382
NUP210	0.5090000000000003	0.32437619961613584
PLEKHA3	0.4100000000000003	0.2610364683301448
AADAT	0.3140000000000002	0.199616122840699
RUVBL2	0.5070000000000003	0.32309660908510573
GAR1	0.45400000000000035	0.28918746001280754
PLEKHG3	0.33700000000000024	0.21433141394754537
EIF3J-AS1	0.34600000000000025	0.22008957133718093
TFDP2	0.4160000000000003	0.2648752399232352
DKK3	0.35700000000000026	0.2271273192578466
BMI1	0.44900000000000034	0.2859884836852322
BLOC1S5-TXNDC5	0.3830000000000003	0.2437619961612382
KCTD2	0.43500000000000033	0.27703134996802137
HHAT	0.3750000000000003	0.2386436340371177
URGCP	0.2990000000000002	0.19001919385797306
ALDH1A3	0.8120000000000006	0.5182341650671993
PIGF	0.23900000000000018	0.15163147792706944
NUP188	0.45900000000000035	0.2923864363403828
MAP1LC3A	0.3700000000000003	0.2354446577095424
IL12RB1	0.3760000000000003	0.23928342930263277
ZNF280D	0.45800000000000035	0.29174664107486775
ATR	0.33900000000000025	0.2156110044785755
PSMC1	0.2880000000000002	0.1829814459373074
SNX24	0.3110000000000002	0.1976967370441538
NEK9	0.4950000000000004	0.315419065898925
MDM1	0.32400000000000023	0.2060140754958496
SLC15A2	0.23500000000000018	0.1490722968650092
PDE3B	0.4890000000000004	0.31158029430583467
TMEM242	0.6070000000000004	0.3870761356366118
PPM1K	0.4210000000000003	0.2680742162508105
GPN2	0.3800000000000003	0.241842610364693
KLF3	0.3910000000000003	0.24888035828535868
CADM4	0.5530000000000004	0.3525271912987985
MAK	0.20600000000000016	0.1305182341650724
ST14	0.3150000000000002	0.20025591810621404
PSPN	0.33600000000000024	0.21369161868203032
CCDC106	0.5150000000000003	0.3282149712092262
PER1	0.4200000000000003	0.26743442098529546
EIF2B4	0.5740000000000004	0.3659628918746148
RAMP1	0.3940000000000003	0.25079974408190386
MLLT1	0.6270000000000004	0.39987204094691303
ARSD	0.45000000000000034	0.2866282789507473
COASY	0.3930000000000003	0.2501599488163888
POU2F1	0.36700000000000027	0.2335252719129972
CERS2	0.47000000000000036	0.2994241842610485
SRI	0.45200000000000035	0.2879078694817774
RNF111	0.32700000000000023	0.2079334612923948
SLC35F2	0.5320000000000004	0.3390914907229822
CYP27A1	0.43600000000000033	0.2776711452335364
RMND5A	0.43300000000000033	0.27575175943699126
TCL6	0.21400000000000016	0.13563659628919292
PAXIP1-AS1	0.32700000000000023	0.2079334612923948
RIMKLB	0.5090000000000003	0.32437619961613584
EIF2A	0.47500000000000037	0.3026231605886238
C12orf42	0.19000000000000014	0.12028150991683144
FHL1	0.34300000000000025	0.21817018554063575
PRDM10	0.2410000000000002	0.15291106845809954
EHBP1	0.4180000000000003	0.2661548304542653
SPSB1	0.3790000000000003	0.24120281509917796
CCDC154	0.35400000000000026	0.2252079334613014
TXNDC15	0.43600000000000033	0.2776711452335364
ZSWIM1	0.36800000000000027	0.23416506717851227
PAX3	0.5120000000000003	0.326295585412681
TMEM201	0.5240000000000004	0.33397312859886175
KAT7	0.3850000000000003	0.2450415866922683
PSMD6	0.4820000000000004	0.30710172744722924
NPEPL1	0.4280000000000003	0.27255278310941594
BOLA1	0.4290000000000003	0.273192578374931
NARF	0.47200000000000036	0.3007037747920786
PLCG1	0.4200000000000003	0.26743442098529546
PRUNE2	0.23400000000000018	0.14843250159949412
FUOM	0.4000000000000003	0.25463851567499424
FAM76B	0.3790000000000003	0.24120281509917796
PRRT1	0.35600000000000026	0.22648752399233155
CNEP1R1	0.2930000000000002	0.1861804222648827
TMEM251	0.4880000000000004	0.31094049904031956
MRPS12	0.3920000000000003	0.24952015355087373
AHSA2	0.4030000000000003	0.2565579014715394
GALNT18	0.2930000000000002	0.1861804222648827
HGSNAT	0.46500000000000036	0.2962252079334732
KIAA0232	0.4270000000000003	0.2719129878439009
H2AFJ	0.3810000000000003	0.24248240563020806
MPZL3	0.21100000000000016	0.13371721049264773
GPAT2	0.46000000000000035	0.29302623160589786
KLHL18	0.4300000000000003	0.27383237364044605
PPP2R2D	0.45600000000000035	0.29046705054383765
CFDP1	0.4190000000000003	0.2667946257197804
ORAI3	0.32700000000000023	0.2079334612923948
GPR125	0.6890000000000005	0.4395393474088468
FGFR1OP	0.4090000000000003	0.26039667306462977
YBEY	0.4300000000000003	0.27383237364044605
RNF13	0.4090000000000003	0.26039667306462977
EXO5	0.33800000000000024	0.21497120921306045
KIDINS220	0.47000000000000036	0.2994241842610485
POLD1	0.43600000000000033	0.2776711452335364
SPON1	0.34900000000000025	0.22200895713372612
TMEM126B	0.5880000000000004	0.37492002559182563
EFR3A	0.4090000000000003	0.26039667306462977
SLC5A6	0.3760000000000003	0.23928342930263277
LGALS8	0.5100000000000003	0.3250159948816509
ARRDC1	0.4240000000000003	0.2699936020473557
ZC3H8	0.43500000000000033	0.27703134996802137
MIA3	0.35400000000000026	0.2252079334613014
TTL	0.8020000000000006	0.5118362124120487
LPAR5	0.3820000000000003	0.24312220089572312
CCDC117	0.46900000000000036	0.29878438899553345
SSBP2	0.45400000000000035	0.28918746001280754
STRA13	0.5660000000000004	0.3608445297504943
PAWR	0.44700000000000034	0.2847088931542021
TERF2	0.35100000000000026	0.22328854766475623
POLR1C	0.46300000000000036	0.29494561740244307
CASP2	0.47100000000000036	0.30006397952656355
GSTM2	0.5070000000000003	0.32309660908510573
MAT2A	0.32600000000000023	0.2072936660268797
UBR3	0.4170000000000003	0.26551503518875025
COPRS	0.4840000000000004	0.30838131797825935
ANKRD36	0.44700000000000034	0.2847088931542021
C2orf68	0.44800000000000034	0.28534868841971717
SPAG9	0.5780000000000004	0.36852207293667505
GSTM1	0.5450000000000004	0.347408829174678
FAM76A	0.3800000000000003	0.241842610364693
MGST2	0.3860000000000003	0.24568138195778338
EIF3CL	0.4290000000000003	0.273192578374931
ACTR3	0.44600000000000034	0.284069097888687
CTSA	0.47400000000000037	0.3019833653231087
ADAMTS2	0.3750000000000003	0.2386436340371177
SDHB	0.36200000000000027	0.23032629558542192
CFAP97	0.4250000000000003	0.2706333973128707
DYNLT3	0.32100000000000023	0.20409468969930442
AK3	0.4040000000000003	0.25719769673705445
ELMO3	0.36500000000000027	0.23224568138196708
MRPL49	0.43800000000000033	0.2789507357645665
MGA	0.2450000000000002	0.15547024952015978
ADSSL1	0.3960000000000003	0.25207933461293397
MPDZ	0.4830000000000004	0.3077415227127443
