	V1_Adult_Mouse_Brain_filtered_feature_bc_matrix	average
2810454H06Rik	0.20000000000000004	0.011414077362080112
Cdkn1b	0.6800000000000004	0.04185161699429376
Lockd	0.3100000000000001	0.01838934686112907
Apold1	0.47000000000000025	0.02853519340520029
Ddx47	0.8100000000000005	0.05009511731135162
Gprc5a	0.02	0.0
Gprc5d	0.12999999999999998	0.006975269499048954
Hebp1	0.8700000000000006	0.05389980976537833
Fam234b	0.9800000000000006	0.06087507926442729
Gsg1	0.21000000000000005	0.012048192771084563
Pbp2	0.07	0.003170577045022253
Emp1	0.38000000000000017	0.022828154724160228
4930425L21Rik	0.02	0.0
Grin2b	1.0300000000000007	0.06404565630944954
Gm26653	0.36000000000000015	0.021559923906151326
Atf7ip	0.7500000000000004	0.046290424857324916
Plbd1	0.17	0.009511731135066759
Gucy2c	0.13999999999999999	0.007609384908053405
Hist4h4	0.07	0.003170577045022253
H2afj	0.7400000000000004	0.04565630944832046
Wbp11	0.8500000000000005	0.052631578947369424
BC049715	0.18000000000000002	0.01014584654407121
Smco3	0.7700000000000005	0.04755865567533382
Art4	0.08	0.003804692454026703
Mgp	0.7900000000000005	0.04882688649334272
Erp27	0.10999999999999999	0.0057070386810400536
Arhgdib	0.6700000000000004	0.04121750158528931
Pde6h	0.20000000000000004	0.011414077362080112
Rerg	0.9800000000000006	0.06087507926442729
Ptpro	0.7700000000000005	0.04755865567533382
Eps8	0.7100000000000004	0.04375396322130711
Strap	0.8900000000000006	0.05516804058338723
Dera	0.46000000000000024	0.027901077996195837
Slc15a5	0.02	0.0
Mgst1	0.7200000000000004	0.044388078630311564
Lmo3	2.2299999999999964	0.14013950538998335
A830011K09Rik	0.37000000000000016	0.02219403931515578
B230110G15Rik	0.23000000000000007	0.013316423589093466
Igbp1b	0.23000000000000007	0.013316423589093466
Rergl	0.02	0.0
Pik3c2g	0.08	0.003804692454026703
Plcz1	0.2800000000000001	0.016487000634115716
Plekha5	0.7300000000000004	0.04502219403931602
Aebp2	0.7400000000000004	0.04565630944832046
Gm30524	0.02	0.0
Gm28523	0.12999999999999998	0.006975269499048954
Pde3a	0.46000000000000024	0.027901077996195837
Slco1c1	0.8500000000000005	0.052631578947369424
Slco1b2	0.02	0.0
Slco1a4	0.7300000000000004	0.04502219403931602
Slco1a5	0.18000000000000002	0.01014584654407121
Iapp	0.02	0.0
Pyroxd1	0.6400000000000003	0.039315155358275955
Recql	0.6600000000000004	0.040583386176284854
Golt1b	0.7200000000000004	0.044388078630311564
Spx	0.24000000000000007	0.013950538998097917
Gys2	0.08	0.003804692454026703
Ldhb	0.7200000000000004	0.044388078630311564
Kcnj8	0.5600000000000003	0.034242232086240346
Abcc9	0.5600000000000003	0.034242232086240346
Cmas	1.0600000000000007	0.06594800253646291
Sult6b2	0.10999999999999999	0.0057070386810400536
St8sia1	0.7400000000000004	0.04565630944832046
C2cd5	0.7500000000000004	0.046290424857324916
Gm31108	0.02	0.0
Etnk1	0.8300000000000005	0.051363348129360525
D6Ertd474e	0.07	0.003170577045022253
Sox5	0.6900000000000004	0.04248573240329821
Bcat1	1.1000000000000008	0.0684844641724807
Gm26666	0.10999999999999999	0.0057070386810400536
Gm15687	0.19000000000000003	0.010779961953075661
Lrmp	0.3200000000000001	0.01902346227013352
Casc1	0.34000000000000014	0.020291693088142423
Etfrf1	0.7400000000000004	0.04565630944832046
Kras	0.7500000000000004	0.046290424857324916
Gm15706	0.5800000000000003	0.035510462904249245
2010013B24Rik	0.02	0.0
Lmntd1	0.21000000000000005	0.012048192771084563
Gm15704	0.13999999999999999	0.007609384908053405
Rassf8	0.6900000000000004	0.04248573240329821
Bhlhe41	0.7900000000000005	0.04882688649334272
Sspn	0.5900000000000003	0.0361445783132537
Itpr2	0.5900000000000003	0.0361445783132537
Ints13	0.6100000000000003	0.0374128091312626
Fgfr1op2	0.8300000000000005	0.051363348129360525
Tm7sf3	0.8500000000000005	0.052631578947369424
Med21	0.7100000000000004	0.04375396322130711
4930479D17Rik	0.15	0.008243500317057856
Stk38l	0.6500000000000004	0.03994927076728041
Arntl2	0.4200000000000002	0.025364616360178033
Smco2	0.04	0.001268230818008901
Ppfibp1	0.6400000000000003	0.039315155358275955
Rep15	0.3200000000000001	0.01902346227013352
Mrps35	0.7100000000000004	0.04375396322130711
Mansc4	0.02	0.0
Klhl42	0.6300000000000003	0.0386810399492715
Gm15767	0.02	0.0
Pthlh	0.5500000000000003	0.03360811667723589
Gm6288	0.02	0.0
Ccdc91	0.7700000000000005	0.04755865567533382
Far2os2	0.02	0.0
Far2	0.7100000000000004	0.04375396322130711
Far2os1	0.12999999999999998	0.006975269499048954
Ergic2	0.7200000000000004	0.044388078630311564
Tmtc1	0.8200000000000005	0.05072923272035607
Ipo8	0.7600000000000005	0.04692454026632937
Caprin2	0.45000000000000023	0.027266962587191388
Fam60a	0.3100000000000001	0.01838934686112907
3010003L21Rik	0.03	0.0006341154090044504
Dennd5b	0.7600000000000005	0.04692454026632937
Gm26540	0.02	0.0
Etfbkmt	0.5000000000000002	0.03043753963221364
Amn1	0.7100000000000004	0.04375396322130711
2810474O19Rik	0.5700000000000003	0.0348763474952448
Bicd1	0.7500000000000004	0.046290424857324916
Gm21814	0.38000000000000017	0.022828154724160228
Myadm	0.7600000000000005	0.04692454026632937
Prkcg	1.9800000000000015	0.12428662016487241
Cacng7	0.6500000000000004	0.03994927076728041
Gm44257	0.11999999999999998	0.006341154090044504
Cacng8	0.5000000000000002	0.03043753963221364
3300002P13Rik	0.23000000000000007	0.013316423589093466
Cacng6	0.36000000000000015	0.021559923906151326
Tarm1	0.02	0.0
Oscar	0.3000000000000001	0.01775523145212462
Ndufa3	0.6100000000000003	0.0374128091312626
Tfpt	0.7400000000000004	0.04565630944832046
Prpf31	0.9000000000000006	0.05580215599239168
Cnot3	0.7000000000000004	0.04311984781230266
Leng1	0.6500000000000004	0.03994927076728041
Tmc4	0.35000000000000014	0.020925808497146876
Gm15929	0.02	0.0
Mboat7	1.0500000000000007	0.06531388712745845
Tsen34	0.8800000000000006	0.05453392517438278
Pirb	0.24000000000000007	0.013950538998097917
Pira2	0.02	0.0
Lilra6	0.02	0.0
Lair1	0.5700000000000003	0.0348763474952448
9430041J12Rik	0.3200000000000001	0.01902346227013352
Ttyh1	0.6000000000000003	0.03677869372225815
Leng8	0.7100000000000004	0.04375396322130711
Leng9	0.6400000000000003	0.039315155358275955
Cdc42ep5	0.46000000000000024	0.027901077996195837
Lilra5	0.04	0.001268230818008901
Ncr1	0.02	0.0
Gp6	0.02	0.0
Rdh13	0.6000000000000003	0.03677869372225815
Gm15494	0.02	0.0
Eps8l1	0.5000000000000002	0.03043753963221364
Ppp1r12c	0.7700000000000005	0.04755865567533382
Tnnt1	7.189999999999891	0.4546607482561842
Tnni3	0.35000000000000014	0.020925808497146876
Dnaaf3	0.4100000000000002	0.024730500951173583
Gm15873	0.02	0.0
Syt5	1.5700000000000012	0.0982878883956899
Ptprh	0.18000000000000002	0.01014584654407121
Tmem86b	0.4000000000000002	0.02409638554216913
Ppp6r1	0.8800000000000006	0.05453392517438278
Hspbp1	0.8900000000000006	0.05516804058338723
Brsk1	0.7900000000000005	0.04882688649334272
Tmem150b	0.3100000000000001	0.01838934686112907
Kmt5c	0.6200000000000003	0.03804692454026705
Cox6b2	0.8500000000000005	0.052631578947369424
Il11	0.17	0.009511731135066759
Tmem238	0.6900000000000004	0.04248573240329821
Ube2s	0.8000000000000005	0.049461001902347174
Shisa7	1.1300000000000008	0.07038681039949406
Isoc2b	0.5800000000000003	0.035510462904249245
Isoc2a	0.5500000000000003	0.03360811667723589
Gm36210	0.07	0.003170577045022253
Zfp628	0.6400000000000003	0.039315155358275955
Nat14	1.1200000000000008	0.06975269499048961
Ssc5d	0.26000000000000006	0.015218769816106818
Sbk2	0.07	0.003170577045022253
Sbk3	0.22000000000000006	0.012682308180089015
Zfp579	0.7200000000000004	0.044388078630311564
Fiz1	0.6500000000000004	0.03994927076728041
Zfp524	0.6300000000000003	0.0386810399492715
Zfp865	0.6900000000000004	0.04248573240329821
Ccdc106	0.9700000000000006	0.06024096385542284
Zfp784	0.5100000000000002	0.03107165504121809
Gm15510	0.4400000000000002	0.026632847178186935
Zfp580	0.7600000000000005	0.04692454026632937
U2af2	0.7300000000000004	0.04502219403931602
Epn1	0.8400000000000005	0.05199746353836498
Rasl2-9	0.05	0.0019023462270133518
Zfp787	0.6500000000000004	0.03994927076728041
Zfp444	0.7700000000000005	0.04755865567533382
Galp	0.02	0.0
Epp13	0.02	0.0
Gm45069	0.08	0.003804692454026703
Zfp667	0.6300000000000003	0.0386810399492715
Zfp583	0.46000000000000024	0.027901077996195837
Gm38944	0.36000000000000015	0.021559923906151326
Gm3854	0.5200000000000002	0.03170577045022254
Zfp78	0.38000000000000017	0.022828154724160228
Zfp28	0.5100000000000002	0.03107165504121809
Smim17	0.7000000000000004	0.04311984781230266
Olfr1344	0.02	0.0
Olfr1349	0.02	0.0
Zim1	0.5100000000000002	0.03107165504121809
Peg3	0.9400000000000006	0.058338617628409487
Usp29	1.0100000000000007	0.06277742549144065
Aurkc	0.02	0.0
Zfp954	0.6800000000000004	0.04185161699429376
Zfp773	0.34000000000000014	0.020291693088142423
Zfp418	0.3300000000000001	0.019657577679137974
Zfp772	0.6000000000000003	0.03677869372225815
Gm45844	0.5400000000000003	0.03297400126823144
Clcn4	0.8300000000000005	0.051363348129360525
Gm45351	0.26000000000000006	0.015218769816106818
Zik1	0.6400000000000003	0.039315155358275955
Zfp551	0.10999999999999999	0.0057070386810400536
Zfp606	0.6100000000000003	0.0374128091312626
Zscan18	0.7500000000000004	0.046290424857324916
Zfp329	0.6500000000000004	0.03994927076728041
Zfp110	0.6000000000000003	0.03677869372225815
Gm31152	0.02	0.0
Zfp128	0.49000000000000027	0.029803424223209193
Zscan22	0.5700000000000003	0.0348763474952448
Rnf225	0.26000000000000006	0.015218769816106818
1810019N24Rik	0.04	0.001268230818008901
Zfp324	0.5400000000000003	0.03297400126823144
Zfp446	0.5200000000000002	0.03170577045022254
Slc27a5	0.07	0.003170577045022253
Trim28	0.7900000000000005	0.04882688649334272
Zbtb45	0.7600000000000005	0.04692454026632937
Chmp2a	0.7200000000000004	0.044388078630311564
Ube2m	0.8400000000000005	0.05199746353836498
Mzf1	0.5800000000000003	0.035510462904249245
Zswim9	0.5500000000000003	0.03360811667723589
Lig1	0.5600000000000003	0.034242232086240346
Pla2g4c	0.02	0.0
Cabp5	0.02	0.0
Vmn1r90	0.060000000000000005	0.0025364616360178025
Crxos	0.02	0.0
Selenow	0.5900000000000003	0.0361445783132537
Nop53	0.6500000000000004	0.03994927076728041
Ehd2	0.5400000000000003	0.03297400126823144
Bicra	0.5900000000000003	0.0361445783132537
Gm38948	0.02	0.0
Zfp541	0.10999999999999999	0.0057070386810400536
Napa	0.9300000000000006	0.057704502219405034
Kptn	0.7200000000000004	0.044388078630311564
Slc8a2	1.2200000000000009	0.07609384908053411
Meis3	0.8000000000000005	0.049461001902347174
Dhx34	0.5300000000000002	0.032339885859226994
C5ar2	0.21000000000000005	0.012048192771084563
C5ar1	0.26000000000000006	0.015218769816106818
Inafm1	0.8700000000000006	0.05389980976537833
Ccdc9	0.7000000000000004	0.04311984781230266
Bbc3	0.6800000000000004	0.04185161699429376
Sae1	0.8900000000000006	0.05516804058338723
Zc3h4	0.7000000000000004	0.04311984781230266
Gm45509	0.16	0.008877615726062308
Tmem160	0.7700000000000005	0.04755865567533382
Npas1	0.7300000000000004	0.04502219403931602
Arhgap35	0.8000000000000005	0.049461001902347174
Gm29443	0.02	0.0
Ceacam15	0.02	0.0
Ceacam9	0.05	0.0019023462270133518
Ap2s1	0.9100000000000006	0.056436271401396135
Slc1a5	0.36000000000000015	0.021559923906151326
Fkrp	0.7500000000000004	0.046290424857324916
Strn4	1.2000000000000008	0.07482561826252522
Prkd2	0.4100000000000002	0.024730500951173583
9330104G04Rik	0.4400000000000002	0.026632847178186935
Dact3	0.7500000000000004	0.046290424857324916
Gng8	1.1100000000000008	0.06911857958148515
Ptgir	0.05	0.0019023462270133518
Calm3	0.7900000000000005	0.04882688649334272
Pnmal2	1.2100000000000009	0.07545973367152967
Pnmal1	1.1900000000000008	0.07419150285352076
Gm42372	0.7800000000000005	0.04819277108433827
Ccdc8	0.4000000000000002	0.02409638554216913
Ppp5c	0.9500000000000006	0.05897273303741394
Hif3a	0.3900000000000002	0.02346227013316468
Psg16	0.4200000000000002	0.025364616360178033
Ceacam3	0.02	0.0
Mill2	0.3100000000000001	0.01838934686112907
Pglyrp1	0.7100000000000004	0.04375396322130711
Ccdc61	0.6500000000000004	0.03994927076728041
Nova2	0.7900000000000005	0.04882688649334272
Gm26821	0.07	0.003170577045022253
Nanos2	0.13999999999999999	0.007609384908053405
Mypop	0.8400000000000005	0.05199746353836498
Irf2bp1	0.7600000000000005	0.04692454026632937
Sympk	0.8200000000000005	0.05072923272035607
Rsph6a	0.15	0.008243500317057856
Dmwd	0.8000000000000005	0.049461001902347174
Dmpk	0.5700000000000003	0.0348763474952448
Six5	0.3200000000000001	0.01902346227013352
Gm4969	0.02	0.0
Fbxo46	0.5500000000000003	0.03360811667723589
Qpctl	0.6700000000000004	0.04121750158528931
Snrpd2	0.8100000000000005	0.05009511731135162
Gipr	0.3100000000000001	0.01838934686112907
Eml2	0.7800000000000005	0.04819277108433827
Gpr4	0.6500000000000004	0.03994927076728041
Opa3	0.7300000000000004	0.04502219403931602
Vasp	0.5900000000000003	0.0361445783132537
Ppm1n	0.02	0.0
Rtn2	0.7900000000000005	0.04882688649334272
Fosb	0.47000000000000025	0.02853519340520029
D830036C21Rik	0.02	0.0
Ercc1	0.7000000000000004	0.04311984781230266
Cd3eap	0.7400000000000004	0.04565630944832046
Ppp1r13l	0.38000000000000017	0.022828154724160228
Ercc2	0.7100000000000004	0.04375396322130711
Klc3	0.46000000000000024	0.027901077996195837
Ckm	0.10999999999999999	0.0057070386810400536
A930016O22Rik	0.10999999999999999	0.0057070386810400536
Mark4	0.8200000000000005	0.05072923272035607
Exoc3l2	0.15	0.008243500317057856
Bloc1s3	0.6500000000000004	0.03994927076728041
Trappc6a	0.7300000000000004	0.04502219403931602
Nkpd1	0.3900000000000002	0.02346227013316468
Ppp1r37	0.7800000000000005	0.04819277108433827
Gemin7	0.7500000000000004	0.046290424857324916
Zfp296	0.36000000000000015	0.021559923906151326
Clasrp	0.7100000000000004	0.04375396322130711
Gm26890	0.17	0.009511731135066759
Relb	0.5500000000000003	0.03360811667723589
Clptm1	0.7700000000000005	0.04755865567533382
Apoc4	0.02	0.0
Apoc1	0.9300000000000006	0.057704502219405034
Apoe	0.38000000000000017	0.022828154724160228
Tomm40	0.8700000000000006	0.05389980976537833
Gm20512	0.22000000000000006	0.012682308180089015
Nectin2	0.6300000000000003	0.0386810399492715
Bcam	0.6900000000000004	0.04248573240329821
Gm26600	0.02	0.0
Cblc	0.05	0.0019023462270133518
Bcl3	0.2800000000000001	0.016487000634115716
Gm16174	0.08	0.003804692454026703
Gm19345	0.5300000000000002	0.032339885859226994
Ceacam16	0.02	0.0
Pvr	0.5200000000000002	0.03170577045022254
Gm16251	0.02	0.0
Zfp180	0.7400000000000004	0.04565630944832046
Zfp112	0.5300000000000002	0.032339885859226994
Zfp235	0.6000000000000003	0.03677869372225815
Zfp114	0.3100000000000001	0.01838934686112907
Zfp111	0.49000000000000027	0.029803424223209193
Zfp109	0.05	0.0019023462270133518
Zfp108	0.46000000000000024	0.027901077996195837
Zfp93	0.5400000000000003	0.03297400126823144
Zfp61	0.6400000000000003	0.039315155358275955
Zfp94	0.5400000000000003	0.03297400126823144
Tescl	0.04	0.001268230818008901
Kcnn4	0.22000000000000006	0.012682308180089015
Smg9	0.7000000000000004	0.04311984781230266
Irgc1	0.02	0.0
Gm36159	0.02	0.0
Plaur	0.2900000000000001	0.01712111604312017
Cadm4	0.6000000000000003	0.03677869372225815
Zfp428	0.8900000000000006	0.05516804058338723
Irgq	0.8600000000000005	0.05326569435637388
Pinlyp	0.02	0.0
Xrcc1	0.6600000000000004	0.040583386176284854
Zfp575	0.6900000000000004	0.04248573240329821
Ethe1	0.7800000000000005	0.04819277108433827
Lypd3	0.02	0.0
Gm4598	0.02	0.0
Cd177	0.02	0.0
Ceacam10	0.09	0.004438807863031153
Gm9844	0.4100000000000002	0.024730500951173583
Cd79a	0.20000000000000004	0.011414077362080112
Arhgef1	0.6900000000000004	0.04248573240329821
Rabac1	0.7400000000000004	0.04565630944832046
Atp1a3	0.9800000000000006	0.06087507926442729
Grik5	0.9800000000000006	0.06087507926442729
Zfp574	0.6900000000000004	0.04248573240329821
Pou2f2	0.6000000000000003	0.03677869372225815
D930028M14Rik	0.26000000000000006	0.015218769816106818
Dedd2	0.7000000000000004	0.04311984781230266
Zfp526	0.34000000000000014	0.020291693088142423
Gsk3a	0.9700000000000006	0.06024096385542284
9130221H12Rik	0.5400000000000003	0.03297400126823144
Erf	0.7100000000000004	0.04375396322130711
Cic	0.8300000000000005	0.051363348129360525
Pafah1b3	1.0300000000000007	0.06404565630944954
Prr19	0.15	0.008243500317057856
Tmem145	0.8300000000000005	0.051363348129360525
Megf8	0.7800000000000005	0.04819277108433827
Cnfn	0.02	0.0
4732471J01Rik	0.3100000000000001	0.01838934686112907
Lipe	0.5600000000000003	0.034242232086240346
Ceacam1	0.2900000000000001	0.01712111604312017
Ceacam2	0.03	0.0006341154090044504
Erich4	0.02	0.0
Dmac2	0.8100000000000005	0.05009511731135162
B3gnt8	0.21000000000000005	0.012048192771084563
Bckdha	0.7200000000000004	0.044388078630311564
Exosc5	0.7500000000000004	0.046290424857324916
Tmem91	1.9400000000000015	0.1217501585288546
B9d2	0.7700000000000005	0.04755865567533382
Tgfb1	0.5000000000000002	0.03043753963221364
Ccdc97	0.7500000000000004	0.046290424857324916
Hnrnpul1	0.7400000000000004	0.04565630944832046
Axl	0.6500000000000004	0.03994927076728041
Cyp2s1	0.47000000000000025	0.02853519340520029
Gm26707	0.13999999999999999	0.007609384908053405
Cyp2a5	0.02	0.0
Cyp2f2	0.02	0.0
Egln2	0.8300000000000005	0.051363348129360525
Rab4b	0.6600000000000004	0.040583386176284854
Mia	0.9800000000000006	0.06087507926442729
Snrpa	0.9100000000000006	0.056436271401396135
BC024978	0.6400000000000003	0.039315155358275955
Itpkc	0.49000000000000027	0.029803424223209193
Coq8b	0.7200000000000004	0.044388078630311564
Gm15567	0.11999999999999998	0.006341154090044504
Numbl	1.1100000000000008	0.06911857958148515
Ltbp4	0.7500000000000004	0.046290424857324916
Shkbp1	0.6000000000000003	0.03677869372225815
Sptbn4	0.9600000000000006	0.05960684844641839
Blvrb	0.7500000000000004	0.046290424857324916
Sertad3	0.4200000000000002	0.025364616360178033
Sertad1	0.6200000000000003	0.03804692454026705
Prx	0.02	0.0
Gm15541	0.02	0.0
Hipk4	0.09	0.004438807863031153
Pld3	1.5100000000000011	0.0944831959416632
2310022A10Rik	0.6700000000000004	0.04121750158528931
Akt2	0.7600000000000005	0.04692454026632937
Ttc9b	1.450000000000001	0.0906785034876365
Map3k10	0.7800000000000005	0.04819277108433827
Zfp607b	0.6200000000000003	0.03804692454026705
Zfp60	0.6700000000000004	0.04121750158528931
Zfp626	0.5000000000000002	0.03043753963221364
Zfp59	0.22000000000000006	0.012682308180089015
Zfp607a	0.22000000000000006	0.012682308180089015
Zfp974	0.46000000000000024	0.027901077996195837
Gm26891	0.02	0.0
Zfp780b	0.5700000000000003	0.0348763474952448
Zfp850	0.5100000000000002	0.03107165504121809
Psmc4	0.8700000000000006	0.05389980976537833
Fcgbp	0.05	0.0019023462270133518
9530053A07Rik	0.11999999999999998	0.006341154090044504
Fbl	0.7200000000000004	0.044388078630311564
Dyrk1b	0.7200000000000004	0.044388078630311564
Eid2	0.9900000000000007	0.061509194673431744
Eid2b	0.7300000000000004	0.04502219403931602
Selenov	0.45000000000000023	0.027266962587191388
Dll3	0.5900000000000003	0.0361445783132537
Timm50	0.7200000000000004	0.044388078630311564
Supt5	0.8800000000000006	0.05453392517438278
Gm44709	0.07	0.003170577045022253
Plekhg2	0.4300000000000002	0.025998731769182486
Zfp36	0.4200000000000002	0.025364616360178033
Med29	0.7700000000000005	0.04755865567533382
Paf1	0.7500000000000004	0.046290424857324916
Samd4b	0.6700000000000004	0.04121750158528931
Gmfg	0.47000000000000025	0.02853519340520029
Lrfn1	0.9000000000000006	0.05580215599239168
Nccrp1	0.08	0.003804692454026703
Pak4	0.5900000000000003	0.0361445783132537
Acp7	0.16	0.008877615726062308
Gm44618	0.2900000000000001	0.01712111604312017
Fbxo27	0.6300000000000003	0.0386810399492715
Fbxo17	0.3900000000000002	0.02346227013316468
Mrps12	0.8500000000000005	0.052631578947369424
Sars2	0.6500000000000004	0.03994927076728041
Ccer2	0.5400000000000003	0.03297400126823144
Nfkbib	0.7700000000000005	0.04755865567533382
Sirt2	0.7500000000000004	0.046290424857324916
Rinl	0.4300000000000002	0.025998731769182486
Hnrnpl	0.7800000000000005	0.04819277108433827
Gm44702	0.02	0.0
Ech1	0.6800000000000004	0.04185161699429376
Lgals4	0.3200000000000001	0.01902346227013352
Gm10648	0.02	0.0
Lgals7	0.20000000000000004	0.011414077362080112
Capn12	0.34000000000000014	0.020291693088142423
Gm44700	0.12999999999999998	0.006975269499048954
Actn4	0.7800000000000005	0.04819277108433827
Eif3k	0.7900000000000005	0.04882688649334272
Map4k1	0.35000000000000014	0.020925808497146876
Ryr1	0.48000000000000026	0.02916930881420474
Gm38979	0.02	0.0
Gm26604	0.23000000000000007	0.013316423589093466
Rasgrp4	0.24000000000000007	0.013950538998097917
Fam98c	0.8300000000000005	0.051363348129360525
1110035H17Rik	0.20000000000000004	0.011414077362080112
Spred3	0.7300000000000004	0.04502219403931602
Ggn	0.20000000000000004	0.011414077362080112
Psmd8	0.8300000000000005	0.051363348129360525
Catsperg1	0.18000000000000002	0.01014584654407121
Kcnk6	0.4100000000000002	0.024730500951173583
Yif1b	0.8100000000000005	0.05009511731135162
2200002D01Rik	0.2700000000000001	0.015852885225111267
Spint2	1.390000000000001	0.08687381103360979
Ppp1r14a	2.0300000000000007	0.1274571972098946
Dpf1	0.7500000000000004	0.046290424857324916
Sipa1l3	1.1600000000000008	0.07228915662650741
Zfp84	0.48000000000000026	0.02916930881420474
Zfp30	0.6700000000000004	0.04121750158528931
Zfp790	0.45000000000000023	0.027266962587191388
Zfp940	0.5700000000000003	0.0348763474952448
Zfp420	0.6300000000000003	0.0386810399492715
Zfp27	0.6400000000000003	0.039315155358275955
Zfp383	0.5900000000000003	0.0361445783132537
Zfp74	0.6300000000000003	0.0386810399492715
Zfp568	0.37000000000000016	0.02219403931515578
Zfp14	0.6100000000000003	0.0374128091312626
Zfp82	0.04	0.001268230818008901
Zfp566	0.5100000000000002	0.03107165504121809
Zfp260	0.8100000000000005	0.05009511731135162
Zfp382	0.2900000000000001	0.01712111604312017
Zfp146	0.3300000000000001	0.019657577679137974
Gm5113	0.6700000000000004	0.04121750158528931
Cox7a1	0.6700000000000004	0.04121750158528931
Capns1	0.7300000000000004	0.04502219403931602
Gm26810	0.05	0.0019023462270133518
Tbcb	0.7500000000000004	0.046290424857324916
Polr2i	0.8400000000000005	0.05199746353836498
Wdr62	0.26000000000000006	0.015218769816106818
Thap8	0.02	0.0
Clip3	0.7100000000000004	0.04375396322130711
Alkbh6	0.8500000000000005	0.052631578947369424
Syne4	0.3200000000000001	0.01902346227013352
Sdhaf1	0.7400000000000004	0.04565630944832046
E130208F15Rik	0.11999999999999998	0.006341154090044504
Lrfn3	0.7300000000000004	0.04502219403931602
Tyrobp	0.7500000000000004	0.046290424857324916
Hcst	0.3900000000000002	0.02346227013316468
Nfkbid	0.38000000000000017	0.022828154724160228
Aplp1	0.6400000000000003	0.039315155358275955
Kirrel2	0.45000000000000023	0.027266962587191388
Nphs1	0.17	0.009511731135066759
Nphs1os	0.10999999999999999	0.0057070386810400536
Prodh2	0.02	0.0
Arhgap33os	0.02	0.0
Arhgap33	1.1100000000000008	0.06911857958148515
Proser3	0.36000000000000015	0.021559923906151326
Hspb6	0.6100000000000003	0.0374128091312626
Lin37	0.7500000000000004	0.046290424857324916
Psenen	0.7500000000000004	0.046290424857324916
U2af1l4	0.2900000000000001	0.01712111604312017
Gm49396	0.05	0.0019023462270133518
Igflr1	0.05	0.0019023462270133518
Kmt2b	0.7300000000000004	0.04502219403931602
Zbtb32	0.02	0.0
Upk1a	0.22000000000000006	0.012682308180089015
Cox6b1	0.6400000000000003	0.039315155358275955
Rbm42	0.7000000000000004	0.04311984781230266
Gm26610	0.24000000000000007	0.013950538998097917
Haus5	0.46000000000000024	0.027901077996195837
Pmis2	0.02	0.0
Atp4a	0.19000000000000003	0.010779961953075661
Tmem147	0.8300000000000005	0.051363348129360525
Tmem147os	0.3900000000000002	0.02346227013316468
Gapdhs	0.05	0.0019023462270133518
Gm26935	0.24000000000000007	0.013950538998097917
Sbsn	0.8000000000000005	0.049461001902347174
Dmkn	0.5900000000000003	0.0361445783132537
Ffar2	0.04	0.001268230818008901
Cd22	0.09	0.004438807863031153
D7Ertd128e	0.02	0.0
Mag	3.3999999999999715	0.21433100824350249
Hamp2	0.02	0.0
Hamp	0.02	0.0
Usf2	0.7400000000000004	0.04565630944832046
Gm4673	0.38000000000000017	0.022828154724160228
Lsr	0.5500000000000003	0.03360811667723589
Fam187b	0.08	0.003804692454026703
Fxyd5	0.5600000000000003	0.034242232086240346
Fxyd7	1.9800000000000015	0.12428662016487241
Fxyd1	1.330000000000001	0.08306911857958309
Lgi4	0.6600000000000004	0.040583386176284854
Fxyd3	0.2800000000000001	0.016487000634115716
Hpn	0.21000000000000005	0.012048192771084563
Scn1b	1.360000000000001	0.08497146480659644
Gramd1a	0.9200000000000006	0.05707038681040059
G630030J09Rik	0.02	0.0
Gm10640	0.05	0.0019023462270133518
Wtip	0.6600000000000004	0.040583386176284854
Uba2	0.8500000000000005	0.052631578947369424
Pdcd2l	0.6800000000000004	0.04185161699429376
Gpi1	0.7800000000000005	0.04819277108433827
Gm12758	0.35000000000000014	0.020925808497146876
4931406P16Rik	0.6600000000000004	0.040583386176284854
Lsm14a	0.7300000000000004	0.04502219403931602
Gm12764	0.02	0.0
Gm12784	0.02	0.0
Gm44837	0.10999999999999999	0.0057070386810400536
Kctd15	0.5700000000000003	0.0348763474952448
Gm12781	0.02	0.0
Chst8	1.0400000000000007	0.064679771718454
Pepd	0.8100000000000005	0.05009511731135162
Cebpg	0.6800000000000004	0.04185161699429376
Gm35611	0.03	0.0006341154090044504
Cebpa	0.5100000000000002	0.03107165504121809
Slc7a10	0.9200000000000006	0.05707038681040059
Lrp3	0.9900000000000007	0.061509194673431744
Gpatch1	0.6900000000000004	0.04248573240329821
Rhpn2	0.5200000000000002	0.03170577045022254
Faap24	0.5400000000000003	0.03297400126823144
Cep89	0.5900000000000003	0.0361445783132537
Tdrd12	0.21000000000000005	0.012048192771084563
Nudt19	0.9000000000000006	0.05580215599239168
B230322F03Rik	0.4200000000000002	0.025364616360178033
Rgs9bp	0.07	0.003170577045022253
Ankrd27	0.6900000000000004	0.04248573240329821
Pdcd5	0.9600000000000006	0.05960684844641839
Dpy19l3	0.8000000000000005	0.049461001902347174
Zfp507	0.6100000000000003	0.0374128091312626
Gm26790	0.07	0.003170577045022253
Tshz3	0.7100000000000004	0.04375396322130711
Gm28077	0.02	0.0
Gm45768	0.5500000000000003	0.03360811667723589
Zfp536	0.7400000000000004	0.04565630944832046
Uri1	0.7300000000000004	0.04502219403931602
Ccne1	0.6800000000000004	0.04185161699429376
1600014C10Rik	0.6900000000000004	0.04248573240329821
